Название,Цена,Рейтинг,Количество отзывов,Страна,Гарантия,Операционная система,Потребляемая мощность,Диагональ,Технология,Разрешение экрана,Поддержка HDR,Воспроизведение видео через USB,Smart TV,Управление,Таймер выключения,Часы,Защита от детей,Телетекст,Функция TimeShift,Запись телепередач (PVR),Разъем для модуля DVB CAM (слот CI),Стандарт VESA,Смартфон в качестве пульта ДУ,Пульт ДУ,Технология HDMI ARC,Цифровое шумоподавление,Поддерживаемые цифровые стандарты,Тип звуковой системы,Суммарная мощность,Композитный вход,Аудиовход RCA,Компонентный,Аудиовыход RCA,HDMI,Версия HDMI,Вход для ПК,Коаксиальный аудиовыход,Оптический аудиовыход,Оптический аудиовход,Выход для наушников,USB,Количество разъемов USB,Ethernet (LAN),Bluetooth,Wi-Fi,Вход 3.5 мм аудио,Вход 3.5 мм аудио/видео,Выход 3.5 мм аудио,Выход 3.5 мм аудио/видео,Подставка,Высота с подставкой,Ширина с подставкой,Глубина с подставкой,Высота,Ширина,Глубина,Вес с подставкой,Вес без подставки,Цвет,Версия ОС на начало продаж,Частота обновления,Технологии улучшения изображения,Масштабирование,Цветовая система,Мощность,Технологии улучшения звука,Вес,Формат,Модель процессора,NFC,Тип матрицы,Тип светодиодной подсветки,Угол обзора по вертикали,Угол обзора по горизонтали,Список программ,Гид по программам,eARC,Количество ядер процессора,Кол-во встроенных динамиков,Акустическая схема,Яркость,Контрастность,Время отклика,Поддерживаемые форматы,Объемное звучание,Антибликовое покрытие,Интерьерный режим,Батарейки для пульта ДУ,Родительский контроль,Мощность сабвуфера,Таймер включения,Русифицированное меню,Объем встроенной памяти,Количество тюнеров,Динамическая контрастность,Объем оперативной памяти,Производитель процессора,Эквалайзер,Любимые каналы,Гребенчатый фильтр,Автоматическая регулировка громкости,VGA (D-Sub),Чтение карт памяти,Частота процессора,Встроенный DVD-плеер,SCART,Слот для карт памяти,Ввод названий каналов,Прогрессивная развертка,Дополнительная информация,Предустановки изображения,Выход для сабвуфера,Встроенный сабвуфер,Коаксиальный аудиовход,Изогнутый экран,Кронштейн,Поддержка 3D,Автоматическая настройка,Количество каналов,Ручная настройка,Композитный выход,Встроенное радио
"Ultra HD (4K) LED телевизор 43"" Grundig 43 GHU 7830",41 999 р.,5,5,Турция,1 год,Android TV,51.1 Вт,"43"" (109.2 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,,Есть,Есть ,Есть,,Есть,Есть,Есть,200x100 ,Есть,Есть,,Есть,"DVB-C, DVB-S2, DVB-T2 ",Dolby Digital,,,,,,3 ,2.1,,,,,Есть,Есть ,2,Есть ,Есть,Есть ,,,,,Есть ,,,,,,,,,,11,60 Гц ,UHD 4K 1000,Есть,"PAL, SECAM",2х10 Вт,,,16:9,,,,,,,,,,,2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 43"" Grundig 43 GHU 7930",45 999 р.,5,2,Турция,1 год,,51.1 Вт,"43"" (109.2 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,Есть ,Есть,,Есть,Есть,Есть,200x100 ,Есть,Есть,,Есть,"DVB-C, DVB-S2, DVB-T2 ",Dolby Digital,,,,,,3 ,2.1,,,,,Есть,Есть ,2,Есть ,Есть,Есть ,,,,,Есть ,,,,,,,,,,11,60 Гц ,Micro Dimming 1000,Есть,"PAL, SECAM",2х10 Вт,,,,,,,,,,,,,,2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) OLED телевизор 55"" Toshiba 55X9900LE",174 999 р.,5,6,Китай,1 год,VIDAA,350 Вт,"55"" (139.7 см) ",OLED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,,,Есть,Есть ,Есть,Есть,,,Есть,,,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",Dolby Audio/ Dolby Atmos/ Acoustic Surface Audio+,,Есть,,,,4 ,,,,,,Есть,Есть ,2,Есть ,Есть,Есть ,,,,,,,,,,,,,,,6.0,120 Гц ,,Есть,"PAL, SECAM",80 Вт,,,16:9,Quad Core,,,,178 °,178 ° ,,,,,,,150 кд/м² ,150000:1,3 мс,,,,,,,,,,,,,,Intel,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 50"" Grundig 50 GHU 7830",49 999 р.,5,2,Турция,1 год,,,"50"" (127 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,,Есть,Есть ,Есть,,Есть,Есть,Есть,200x100 ,Есть,Есть,,Есть,"DVB-C, DVB-S2, DVB-T2 ",Dolby Digital,,,,,,3 ,2.1,,,,,Есть,Есть ,2,Есть ,Есть,Есть ,,,,,Есть ,,,,,,,,,,11,60 Гц ,UHD 4K 1000,Есть,"PAL, SECAM",2х10 Вт,,,16:9,,,,,,,,,,,2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Есть,,,,,,
"Ultra HD (4K) LED телевизор 50"" Grundig 50 GHU 7930",55 999 р.,5,5,Турция,1 год,,59.1 Вт,"50"" (127 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,Есть ,Есть,,Есть,Есть,Есть,200x100 ,Есть,Есть,,Есть,"DVB-C, DVB-T, DVB-S2 ",Dolby Digital,,,,,,3 ,2.1,,,,,Есть,Есть ,2,Есть ,Есть,Есть ,,,,,Есть ,,,,,,,,,,11,60 Гц ,Micro Dimming 1000,Есть,"PAL, SECAM",2х10 Вт,,,16:9,,,,,,,,,,,2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 55"" Grundig 55 GHU 7980",59 999 р.,5,3,Турция,1 год,,77.6 Вт,"55"" (139.7 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,Есть ,Есть,,Есть,Есть,Есть,200x100 ,Есть,Есть,,Есть,"DVB-C, DVB-T, DVB-S2 ",Dolby Digital,,,,,,3 ,2.1,,,,,Есть,Есть ,2,Есть ,Есть,Есть ,,,,,Есть ,,,,,,,,,,11,60 Гц ,Micro Dimming 1000,Есть,"PAL, SECAM",2х10 Вт,,,16:9,,,,,,,,,,,2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 55"" Grundig 55 GHU 7930",64 999 р.,5,5,Турция,1 год,,51.1 Вт,"55"" (139.7 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,Есть ,Есть,,Есть,Есть,Есть,200x100 ,Есть,Есть,,Есть,"DVB-C, DVB-T, DVB-S2 ",Dolby Digital,,,,,,3 ,2.1,,,,,Есть,Есть ,2,Есть ,Есть,Есть ,,,,,Есть ,,,,,,,,,,11,60 Гц ,Micro Dimming 1000,Есть,"PAL, SECAM",2х10 Вт,,,16:9,,,,,,,,,,,2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 65"" Grundig 65 GHU 7930",78 999 р.,5,3,Турция,1 год,,101 Вт,"65"" (165.1 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,Есть ,Есть,,Есть,Есть,Есть,200x100 ,Есть,Есть,,Есть,"DVB-C, DVB-S2, DVB-T2 ",Dolby Digital,,,,,,3 ,2.1,,,,,Есть,Есть ,2,Есть ,Есть,Есть ,,,,,Есть ,,,,,,,,,,11,60 Гц ,UHD 4K 1000,Есть,"PAL, SECAM",2х10 Вт,,,16:9,,,,,,,,,,,2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 65"" Grundig 65 GHU 7980",74 999 р.,5,4,Турция,1 год,,101 Вт,"65"" (165.1 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,Есть ,Есть,,Есть,Есть,Есть,200x100 ,Есть,Есть,,Есть,"DVB-C, DVB-S2, DVB-T2 ",Dolby Digital,,,,,,3 ,2.1,,,,,Есть,Есть ,2,Есть ,Есть,Есть ,,,,,,,,,,,,,,,11,60 Гц ,UHD 4K 1000,Есть,"PAL, SECAM",2х10 Вт,,,16:9,,,,,,,,,,,2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Есть,,,,,
"Ultra HD (4K) LED телевизор 75"" Grundig 75 GHU 7830",119 999 р.,0,0,Турция,1 год,,107 Вт,"75"" (190.5 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,Есть ,Есть,,Есть,Есть,Есть,200x100 ,Есть,Есть,,Есть,"DVB-C, DVB-S2, DVB-T2 ",Dolby Digital,,,,,,3 ,2.1,,,,,Есть,Есть ,2,Есть ,Есть,Есть ,,,,,Есть ,,,,,,,,,,11,60 Гц ,UHD 4K 1000,Есть,"PAL, SECAM",2х15 Вт,,,16:9,,,,,,,,,,,2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 75"" Grundig 75 GHU 7930",129 999 р.,0,0,Турция,1 год,,107 Вт,"75"" (190.5 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,Есть ,Есть,,Есть,Есть,Есть,200x100 ,Есть,Есть,,Есть,"DVB-C, DVB-S2, DVB-T2 ",Dolby Digital,,,,,,3 ,2.1,,,,,Есть,Есть ,2,Есть ,Есть,Есть ,,,,,,,,,,,,,,,11,60 Гц ,UHD 4K 1000,Есть,"PAL, SECAM",2х15 Вт,,,16:9,,,,,,,,,,,2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Есть,,,,,
"Ultra HD (4K) QLED телевизор 75"" Hisense 75U8HQ Smart Black",225 190 р.,0,0,Китай,1 год,VIDAA,,"75"" (190.5 см) ",QLED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,,Есть ,,,,Есть,,,,,600x400 ,,Есть,,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ","Dolby Atmos, DTS Virtual X",,,,,,4 ,,,,,,Есть,Есть ,2,Есть ,,Есть ,,,1,,Есть ,103.9 см,167.4 см,34.4 см,,,,,,,6.0,120 Гц ,,Есть,"PAL, SECAM",,,38.5 кг,16:9,,,,Direct LED,178 °,,,,,,,2.0,,1200:1,,"MP3, AVI, MKV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 55"" Xiaomi Mi TV A2, Smart TV",46 490 р.,0,0,Китай,1 год,Android TV,140 Вт,"55"" (139.7 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,,,,,,Есть,,Есть,,"DVB-C, DVB-S2, DVB-T2 ",Dolby Audio,,Есть,Есть,,,3 ,2.0,,,,,Есть,Есть ,2,,,,,,,,,,,,,,,,,,10,60 Гц ,UHD 4K,Есть,,2х12 Вт,"Dolby Audio, DTS-HD",,16:9,Quad A55,,VA,Direct LED,178 °,178 ° ,,,,4,2 ,,,,,,,,,,,,,,16 ГБ,,,2 ГБ,,,,,,,,,,,,,,,,,,,,,,,,,,
"LED телевизор 32"" BQ 32S05B Black",11 790 р.,0,0,Россия,1 год,Android TV,65 Вт,"32"" (81.3 см) ",LED ,1366x768 Пикс (HD-Ready) ,,Есть ,Есть ,,Есть,,,,Есть,,,200x100 ,,,,Есть,"DVB-C, DVB-T, DVB-S2, DVB-T2 ",Стерео,,Есть,Есть,Есть,,3 ,1.4,,Есть,,,Есть,Есть ,2,Есть ,,Есть ,,,,,,,,,,,,,,,9.0,60 Гц ,,,"PAL, SECAM",2 х 7 Вт,,,16:9,,,,Direct LED,178 °,178 ° ,,,,,2 ,2.0,200 кд/м² ,3000:1,8 мс,,,,,,,,,,,,,,,,,,,,,,,,Есть,,,,,,,,,,,,,,,
"Ultra HD (4K) OLED телевизор 65"" Hisense 65A85H Smart Black",175 190 р.,0,0,Китай,1 год,,,"65"" (165.1 см) ",OLED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,,Есть ,,,,,Есть ,,,Есть,,,,,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",NICAM Стерео,,Есть,Есть,,,4 ,,,,,,,Есть ,2,Есть ,Есть,Есть ,,,,,,,,,,,,,,"Серый, Черный ",,120 Гц ,,Есть,,6х10 Вт,,29 кг,16:9,Quad Core/MT9900,,,,178 °,178 ° ,,,,,2 ,,,150000:1,,,Есть,,,,Есть,,,,,,,,,,,,,,,,,,,,,Приложение Anyview Cast. Приложение Anyview Stream. Приложение Smartphone,,,,,,,,Есть,,,,
"Ultra HD (4K) LED телевизор 55"" Philips 55PUS8057/60 Silver",42 190 р.,0,0,Россия,1 год,Android TV,90 Вт,"55"" (139.7 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,Есть ,Есть,Есть ,Есть,,,,,,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-C2, DVB-S2, DVB-T2 ",Dolby Atmos,,,,,,4 ,2.0,,,Есть,,Есть,Есть ,2,Есть ,Есть,Есть ,,,,,,,,,,,,,,,11,60 Гц ,UHD 4K,Есть,"PAL, SECAM",2х10 Вт,,,16:9,,,,Direct LED,,,,Есть,,,2 ,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 65"" National NX-65TUS120",50 190 р.,0,0,Россия,1 год,Салют ТВ,60 Вт,"65"" (165.1 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,,Есть ,Есть ,,Есть,,,,,,,300x200 ,,Есть,,,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",,,,Есть,,,3 ,2.0,,,,,Есть,Есть ,2,Есть ,Есть,Есть ,,,1,,Есть ,89.43 см,,,,,,,,,,60 Гц ,UHD 4K,,,2 x 8 Вт,,,16:9,A53*4 64bit,,,,176 °,176 ° ,,,,,2 ,,380 кд/м² ,,6.5 мс,,,,,,,,,,8 ГБ,,160000:1,1.5 ГБ,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) ULED телевизор 65"" Hisense 65U7HQ Smart Black",90 190 р.,0,0,Китай,1 год,VIDAA,190 Вт,"65"" (165.1 см) ",QLED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,,Есть,,Есть,Есть ,,,,,,,,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",NICAM Стерео,,Есть,Есть,,,4 ,,,,,,,Есть ,2,Есть ,Есть,Есть ,1,,,,Есть ,89.1 см,145.1 см,30.7 см,,,,,,,,120 Гц ,,,,2 х 10 Вт,,,16:9,Quad Core/MT9900,,,Direct LED,178 °,,,,,,2 ,,,5000:1,,,Есть,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 65"" Econ EX-65US001B",38 490 р.,0,0,Россия,1 год,Android TV,,"65"" (165.1 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,,Есть ,Есть ,Голосом ,,,,,,,Есть,300x200 ,,,,Есть,"DVB-C, DVB-T2 ",,,,Есть,,,3 ,,,,,,Есть,Есть ,2,Есть ,Есть,Есть ,,,1,,Есть ,89.8 см,,,,,,,,,,60 Гц ,,,,2 х 10 Вт,,,16:9,,,,,178 °,178 ° ,,,,,2 ,2.0,250 кд/м² ,,8 мс,"MKV, MPEG4",,,,,,,,,8 ГБ,,160000:1,1.5 ГБ,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 43"" Samsung UE43AU7100",41 290 р.,0,0,Россия,1 год,Tizen,130 Вт,"43"" (109.2 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,,Есть,Есть,Есть,200x200 ,Есть,,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",,,,,,,3 ,1.4,,,Есть,Есть,Есть,Есть ,1,Есть ,Есть,Есть ,,,,,,,,,,,,,,,,60 Гц ,UHD 4K,Есть,"PAL, SECAM",2 х 10 Вт,,,16:9,,,,Edge LED,,,,,,,2 ,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 43"" LG 43UQ76003",37 790 р.,0,0,Россия,1 год,WebOS,71 Вт,"43"" (109.2 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,Есть,Есть,,,Есть,,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",AI Sound,,,,,,2 ,1.4,,,Есть,Есть,Есть,Есть ,,,,,,,,,,,,,,,,,,,6.0,60 Гц ,UHD 4K,Есть,,2 х 10 Вт,,,16:9,,,,Direct LED,,,,Есть,Есть,4,2 ,2.0,,,,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 50"" LG 50UQ80006",50 390 р.,0,0,Россия,1 год,WebOS,99 Вт,"50"" (127 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,Есть,Есть,,,Есть,,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",,,,,,,3 ,2.0,,,,,Есть,Есть ,2,Есть ,Есть,Есть ,,,,,,,,,,,,,,,6.0,60 Гц ,UHD 4K,Есть,,2 х 10 Вт,,,16:9,,,,Direct LED,178 °,178 ° ,,,Есть,,2 ,2.0,,,,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 50"" LG NanoCell 50NANO826QB",68 590 р.,0,0,Россия,1 год,WebOS,99 Вт,"50"" (127 см) ",NanoCell ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,Есть,Есть,,,Есть,,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",AI Sound Pro,,,,,,4 ,2.0,,,Есть,,Есть,Есть ,2,Есть ,Есть,Есть ,,,,,,,,,,,,,,,6.0,60 Гц ,4K NanoCell,Есть,"PAL, SECAM",2 x 10 Вт,,,16:9,,,,Direct LED,,,,,,,2 ,2.0,,,,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 50"" LG NanoCell 50NANO766QA",61 590 р.,0,0,Россия,1 год,WebOS,97 Вт,"50"" (127 см) ",NanoCell ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,,Есть,Есть,Есть,,Есть,,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",AI Sound Pro,,,,,,3 ,2.0,,,,,Есть,Есть ,2,Есть ,Есть,Есть ,,,,,,,,,,,,,,,6.0,60 Гц ,4K NanoCell,Есть,,2 х 10 Вт,,,16:9,,,,Direct LED,,,,,,4,2 ,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 50"" LG 50UQ76003",44 190 р.,0,0,Россия,1 год,WebOS,100 Вт,"50"" (127 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,Есть,Есть,,,Есть,,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",AI Sound,,Есть,,,,2 ,2.0,,,Есть,,Есть,Есть ,1,Есть ,,,,,,,,,,,,,,,,,,60 Гц ,UHD 4K,Есть,,2 х 10 Вт,,,16:9,,,,Direct LED,,,,,Есть,4,2 ,2.0,,,,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 50"" Samsung UE50AU7100",48 990 р.,0,0,Россия,1 год,Tizen,145 Вт,"50"" (127 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,Есть,Есть,Есть,,Есть,,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",Dolby Digital Plus,,,,,,3 ,2.0,,,,,Есть,Есть ,1,Есть ,Есть,Есть ,,,,,,,,,,,,,,,,60 Гц ,UHD 4K,Есть,"PAL, SECAM",2 х 10 Вт,,,16:9,,,VA,,,,,Есть,Есть,,2 ,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) QNED телевизор 50"" LG 50QNED816QA",88 590 р.,0,0,Россия,1 год,WebOS,109 Вт,"50"" (127 см) ",NanoCell ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,Есть,Есть,,,Есть,,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",AI Sound Pro,,,,,,4 ,2.0,,,,,Есть,Есть ,2,Есть ,,,,,,,,,,,,,,,,,6.0,120 Гц ,4K NanoCell,Есть,"PAL, SECAM",2 х 10 Вт,,,16:9,,,,Edge LED,,,,,Есть,4,2 ,2.0,,,,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) QNED телевизор 55"" LG 55QNED816QA",83 990 р.,0,0,Россия,1 год,WebOS,120 Вт,"55"" (139.7 см) ",QNED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,Есть,Есть,,,Есть,,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",AI Sound Pro,,Есть,,,,4 ,2.1,,,Есть,,Есть,Есть ,,,,,,,,,,,,,,,,,,,6.0,120 Гц ,4K NanoCell,Есть,"PAL, SECAM",2 х 10 Вт,,,16:9,,,,Edge LED,178 °,178 ° ,,,Есть,,2 ,2.0,,,,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 55"" LG 55UQ80006",52 490 р.,0,0,Россия,1 год,WebOS,120 Вт,"55"" (139.7 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,Есть,Есть,,,Есть,,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",AI Sound,,Есть,,,,2 ,2.0,,,,,Есть,Есть ,1,,,,,,,,,,,,,,,,,,6.0,60 Гц ,UHD 4K,Есть,"PAL, SECAM",2 х 10 Вт,,,16:9,,,,Direct LED,,,,,Есть,4,2 ,2.0,,,,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 55"" Samsung UE55BU8500",76 990 р.,0,0,Россия,1 год,Tizen,130 Вт,"55"" (139.7 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,Есть,Есть,,,Есть,,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",,,,,,,3 ,2.0,,,Есть,,Есть,,,,,,,,,,,,,,,,,,,,,60 Гц ,UHD 4K,Есть,"NTSC, PAL, SECAM",2 х 10 Вт,,,16:9,Crystal Processor 4K,,VA,Edge LED,178 °,178 ° ,,Есть,Есть,4,2 ,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 75"" Samsung UE75BU8500",160 990 р.,0,0,Россия,1 год,Tizen,260 Вт,"75"" (190.5 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,Есть,Есть,,,Есть,,Есть,Есть,"DVB-C, DVB-T, DVB-S2, DVB-T2 ",,,,,,,3 ,2.0,,,Есть,,,Есть ,2,Есть ,Есть,,,,,,,,,,,,,,,,,60 Гц ,UHD 4K,Есть,"PAL, SECAM",2 х 10 Вт,,,16:9,,,VA,Edge LED,178 °,178 ° ,,Есть,Есть,,2 ,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 55"" Samsung UE55BU8500",76 990 р.,0,0,Россия,1 год,Tizen,130 Вт,"55"" (139.7 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,Есть,Есть,,,Есть,,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",,,,,,,3 ,2.0,,,Есть,,Есть,,,,,,,,,,,,,,,,,,,,,60 Гц ,UHD 4K,Есть,"NTSC, PAL, SECAM",2 х 10 Вт,,,16:9,Crystal Processor 4K,,VA,Edge LED,178 °,178 ° ,,Есть,Есть,4,2 ,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 75"" Samsung UE75BU8500",160 990 р.,0,0,Россия,1 год,Tizen,260 Вт,"75"" (190.5 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,Есть,Есть,,,Есть,,Есть,Есть,"DVB-C, DVB-T, DVB-S2, DVB-T2 ",,,,,,,3 ,2.0,,,Есть,,,Есть ,2,Есть ,Есть,,,,,,,,,,,,,,,,,60 Гц ,UHD 4K,Есть,"PAL, SECAM",2 х 10 Вт,,,16:9,,,VA,Edge LED,178 °,178 ° ,,Есть,Есть,,2 ,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 75"" LG 75UQ80006",124 590 р.,0,0,Россия,1 год,WebOS,184 Вт,"75"" (190.5 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,Есть,Есть,,,Есть,,,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",AI Sound,,Есть,,,,2 ,2.0,,,Есть,,Есть,Есть ,1,,,,,,,,,,,,,,,,,,6.0,60 Гц ,UHD 4K,Есть,"PAL, SECAM",2 х 10 Вт,,,16:9,,,,Direct LED,,,,,Есть,4,2 ,2.0,,,,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
