link,Рейтинг,Количество отзывов,Название,Цена,Бренд,Поддержка,Поддержка технологий NVIDIA,Поддержка трассировки лучей,Поддержка DLSS,Разъемов,Версия разъема,Количество разъемов,Количество поддерживаемых мониторов,Разъемы дополнительного,Максимальное,Рекомендуемая мощность блока,Система,Использование тепловых,Lite Hash Rate,Тип,Длина,Конструкция системы,Высота видеокарты,Габариты упаковки (ед) ДхШхВ,Вес упаковки (ед),Гарантия,OverClock,Разъемы,Толщина видеокарты,Особенности,Количество разъемов D-SUB,Низкопрофильная видеокарта (Low,Разъем DVI,Разъемов USB (Type-C),Низкопрофильная планка,Технология объединения,Количество разъемов Mini
https://www.citilink.ru/product/videokarta-asus-pci-e-4-0-dual-rtx3070-o8g-v2-lhr-nv-rtx3070-8192mb-25-1561100/,5,3,"Видеокарта ASUS NVIDIA GeForce RTX 3070 DUAL-RTX3070-O8G-V2 LHR 8ГБ GDDR6, OC, LHR, Ret",54 460,ASUS,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,2,1.4a,3,4,8+8 pin,,750 Вт,активное,есть,да,retail,267 мм,двухслотовая,135 мм,0.41x0.09x0.23 м,2 кг,36 мес.,да,,52 мм,технология 0dB останавливает работу вентиляторов при температуре процессора ниже 50 С кронштейн выполнен из нержавеющей стали,,,,,,,
https://www.citilink.ru/product/videokarta-gigabyte-pci-e-gv-n1656oc-4gd-nv-gtx1650-4096mb-128b-gddr6-1364924/,4.2,6,"Видеокарта GIGABYTE NVIDIA GeForce GTX 1650 GV-N1656OC-4GD 4ГБ GDDR6, OC, Ret",18 330₽,,DirectX 12/OpenGL 4.6,,,,1,1.4,1,3,6 pin,,300 Вт,активное,,,retail,172 мм,двухслотовая,122 мм,0.29x0.05x0.21 м,0.35 кг,36 мес.,да,1,40 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-gigabyte-pci-e-4-0-gv-n3070eagle-8gd-2-0-lhr-nv-rtx3070-819-1543694/,4.8,4,"Видеокарта GIGABYTE NVIDIA GeForce RTX 3070 GV-N3070EAGLE-8GD 2.0 LHR 8ГБ GDDR6, LHR, Ret",52 790₽,GIGABYTE,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,2,1.4a,2,4,6+8 pin,,650 Вт,активное,есть,да,retail,282 мм,двухслотовая,115 мм,0.42x0.14x0.31 м,1.5 кг,36 мес.,,,41 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-msi-nvidia-geforce-gtx-1660super-gtx-1660-super-gaming-x-6g-1188210/,4.8,25,"Видеокарта MSI NVIDIA GeForce GTX 1660SUPER GTX 1660 SUPER GAMING X 6ГБ GDDR6, Ret",30 370₽,,DirectX 12/OpenGL 4.5,,,,1,1.4,3,,8 pin,125 Вт,450 Вт,активное,есть,,retail,247 мм,двухслотовая,,0.34x0.09x0.26 м,1.6 кг,36 мес.,,,,,,,,,,,
https://www.citilink.ru/product/videokarta-gigabyte-pci-e-gv-r66eagle-8gd-amd-rx6600-8192mb-128-gddr6-1610423/,5,14,"Видеокарта GIGABYTE AMD Radeon RX 6600 GV-R66EAGLE-8GD 8ГБ GDDR6, Ret",30 370₽,GIGABYTE,DirectX 12 Ultimate/OpenGL 4.6,,есть,,2,1.4a,2,4,8 pin,,500 Вт,активное,есть,,retail,282 мм,двухслотовая,113 мм,0.402x0.09x0.237 м,1.31 кг,36 мес.,,,41 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-msi-pci-e-4-0-rtx-4080-16gb-suprim-x-nv-rtx4080-16384mb-256-1873664/,,,‌,30 370₽,MSI,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,1,1.4a,3,4,16 pin,320 Вт,850 Вт,активное,есть,,retail,336 мм,четырехслотовая,142 мм,0.43x0.13x0.27 м,2 кг,36 мес.,,,78 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-gigabyte-nvidia-geforce-gtx-1660super-gv-n166sd6-6gd-6gb-gd-1476346/,5,3,"Видеокарта GIGABYTE NVIDIA GeForce GTX 1660SUPER GV-N166SD6-6GD 6ГБ GDDR6, Ret",28 280₽,,DirectX 12/OpenGL 4.6,,,,1,1.4,3,4,8 pin,,450 Вт,активное,есть,,retail,225.65 мм,двухслотовая,122.02 мм,0.35x0.3x0.045 м,0.934 кг,36 мес.,,,40.5 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-palit-pci-e-4-0-pa-rtx3070-gamingpro-oc-8g-v1-nv-rtx3070-81-1535818/,4.9,12,"Видеокарта Palit NVIDIA GeForce RTX 3070 PA-RTX3070 GAMINGPRO OC 8G V1 LHR 8ГБ GDDR6, OC, LHR, Ret [ne63070s19p2-1041a]",58 650₽,PALIT,DirectX 12 Ultimate/OpenGL 4.6,,есть,есть,1,1.4a,3,4,8+8 pin,220 Вт,650 Вт,активное,есть,да,retail,294 мм,трехслотовая,112 мм,0.38x0.22x0.1 м,1.65 кг,36 мес.,да,,60 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-msi-pci-e-4-0-rtx-3060-ti-gaming-x-trio-8gd6x-nv-rtx3060ti-1887882/,5,4,"Видеокарта MSI NVIDIA GeForce RTX 3060Ti RTX 3060 Ti GAMING X TRIO 8GD6X 8ГБ GDDR6X, Ret",55 190,MSI,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,1,1.4a,3,4,8+8 pin,240 Вт,600 Вт,активное,есть,,retail,323 мм,трехслотовая,,0.41x0.09x0.3 м,2.5 кг,36 мес.,,,,,,,,,,,
https://www.citilink.ru/product/videokarta-asus-nvidia-geforce-gt-1030-ph-gt1030-o2g-2gb-gddr5-ret-479450/,4.8,54,"Видеокарта ASUS NVIDIA GeForce GT 1030 PH-GT1030-O2G 2ГБ GDDR5, Ret",10 060₽,,DirectX 12/OpenGL 4.5,,,,1,2.0b,,2,без дополнительного питания,,300 Вт,активное,,,retail,184 мм,однослотовая,111 мм,0.32x0.07x0.235 м,0.68 кг,36 мес.,,1,36 мм,пыленепроницаемые вентиляторы (сертификация IP5X),,,,,,,
https://www.citilink.ru/product/videokarta-powercolor-pci-e-4-0-axrx-6700xt-12gbd6-3dhl-amd-rx6700xt-1-1501382/,5,2,"Видеокарта PowerColor AMD Radeon RX 6700XT AXRX 6700XT 12GBD6-3DH 12ГБ GDDR6, Ret",48 810,POWERCOLOR,DirectX 12/OpenGL 4.6,,есть,,1,1.4,3,4,6+8 pin,,650 Вт,активное,есть,,retail,228 мм,двухслотовая,109 мм,0.3x0.19x0.07 м,0.813 кг,24 мес.,,,39 мм,,,,,0,отсутствует,,
https://www.citilink.ru/product/videokarta-msi-pci-e-gtx-1650-ventus-xs-4g-ocv1-nv-gtx1650-4096mb-128b-1396449/,Код товара: 1396449,,"Видеокарта MSI NVIDIA GeForce GTX 1650 GTX 1650 VENTUS XS 4G OCV1 4ГБ GDDR5, OC, Ret",18 850₽,,DirectX 12/OpenGL 4.5,,,,1,1.4,1,3,без дополнительного питания,75 Вт,300 Вт,активное,,,retail,177 мм,двухслотовая,111 мм,0.31x0.23x0.07 м,0.83 кг,36 мес.,да,1,38 мм,поддержка NVIDIA G-SYNC,,,,,,,
https://www.citilink.ru/product/videokarta-asus-pci-e-4-0-dual-rtx3060ti-o8g-mini-v2-nv-rtx3060ti-8192-1551105/,4,4,"Видеокарта ASUS NVIDIA GeForce RTX 3060Ti DUAL-RTX3060TI-O8G-MINI-V2 8ГБ GDDR6, OC, LHR, Ret",39 760,ASUS,DirectX 12 Ultimate/OpenGL 4.6,,есть,есть,1,1.4a,3,4,8 pin,,750 Вт,активное,есть,да,retail,200 мм,двухслотовая,123 мм,0.305x0.225x0.055 м,0.99 кг,36 мес.,да,,38 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-gigabyte-pci-e-4-0-gv-n407taero-oc-12gd-nv-rtx4070ti-12288m-1888963/,4.8,12,"Видеокарта GIGABYTE NVIDIA GeForce RTX 4070TI GV-N407TAERO OC-12GD 12ГБ Aero, GDDR6X, OC, Ret",98 450,GIGABYTE,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,1,1.4,3,4,16 pin,,750 Вт,активное,есть,,retail,336 мм,трехслотовая,140 мм,0.445x0.097x0.24 м,1.76 кг,36 мес.,да,,58 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-sapphire-pci-e-4-0-11310-01-20g-rx-6600-gaming-amd-rx6600xt-1606238/,4,4,"Видеокарта Sapphire AMD Radeon RX 6600 11310-01-20G RX 6600 Gaming 8ГБ GDDR6, Ret",32 050₽,SAPPHIRE,DirectX 12 Ultimate/OpenGL 4.6,,есть,,1,,3,,8 pin,,,активное,есть,,retail,193 мм,двухслотовая,,0.26x0.17x0.06 м,1 кг,12 мес.,,,,,,,,,,,
https://www.citilink.ru/product/videokarta-msi-pci-e-4-0-rx-6750-xt-gaming-x-trio-12g-amd-rx6750xt-122-1744949/,5,4,"Видеокарта MSI AMD Radeon RX 6750XT RX 6750 XT GAMING X TRIO 12G 12ГБ GDDR6, Ret",55 990,MSI,DirectX 12 Ultimate/OpenGL 4.6,,есть,,1,1.4a,3,,8+8 pin,250 Вт,650 Вт,активное,есть,,retail,327 мм,трехслотовая,,0.403x0.09x0.295 м,1.54 кг,36 мес.,,,,,,,,,,,
https://www.citilink.ru/product/videokarta-msi-pci-e-4-0-rtx-3050-aero-itx-8g-oc-nv-rtx3050-8192mb-128-1789319/,5,1,"Видеокарта MSI NVIDIA GeForce RTX 3050 RTX 3050 AERO ITX 8G OC 8ГБ GDDR6, OC, Ret",29 330,MSI,DirectX 12/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,1,1.4,3,4,8 pin,130 Вт,550 Вт,активное,есть,,retail,172 мм,двухслотовая,125 мм,0.31x0.23x0.07 м,0.91 кг,36 мес.,да,,43 мм,,,,,0,,,
https://www.citilink.ru/product/videokarta-palit-pci-e-4-0-pa-rtx4090-gamerock-nv-rtx4090-24576mb-384-1859908/,Код товара: 1859908,,"Видеокарта Palit NVIDIA GeForce RTX 4090 PA-RTX4090 GAMEROCK 24ГБ GDDR6X, Ret [ned4090019sb-1020g]",173 870,,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,1,1.4a,3,4,16 pin,450 Вт,1000 Вт,активное,есть,,retail,329.4 мм,четырехслотовая,137.5 мм,0.463x0.29x0.115 м,3.02 кг,36 мес.,,,71.5 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-asus-pci-e-4-0-dual-rx6400-4g-amd-rx6400-4096mb-64-gddr6-26-1781222/,5,3,"Видеокарта ASUS AMD Radeon RX 6400 DUAL-RX6400-4G 4ГБ GDDR6, Ret",16 760₽,ASUS,DirectX 12/OpenGL 4.6,,есть,,1,1.4a,1,,без дополнительного питания,,500 Вт,активное,,,retail,201 мм,двухслотовая,,0.32x0.06x0.26 м,1.06 кг,36 мес.,,,,,,,,,,,
https://www.citilink.ru/product/videokarta-palit-pci-e-4-0-pa-rtx4080-gamerock-oc-nv-rtx4080-16384mb-2-1879420/,5,1,"Видеокарта Palit NVIDIA GeForce RTX 4080 PA-RTX4080 GAMINGPRO OC 16ГБ GDDR6X, Ret [ned4080t19t2-1032a]",118 350,PALIT,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,1,1.4a,3,4,16 pin,320 Вт,850 Вт,активное,есть,,retail,328.9 мм,четырехслотовая,132.9 мм,0.463x0.117x0.291 м,2.62 кг,36 мес.,,,63.4 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-palit-pci-e-4-0-rtx4070ti-gamingpro-oc-nv-rtx4070ti-12288mb-1890333/,Код товара: 1890333,,"Видеокарта Palit NVIDIA GeForce RTX 4070TI RTX4070Ti GAMINGPRO OC 12ГБ GDDR6X, OC, Ret [ned407tt19k9-1043a]",96 360,PALIT,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,1,1.4a,3,4,16 pin,285 Вт,750 Вт,активное,есть,,retail,328.9 мм,четырехслотовая,,0.46x0.3x0.12 м,2.96 кг,36 мес.,да,,,,,,,,,,
https://www.citilink.ru/product/videokarta-palit-pci-e-4-0-pa-rtx4080-gamerock-nv-rtx4080-16384mb-256-1879427/,Код товара: 1879427,,"Видеокарта Palit NVIDIA GeForce RTX 4080 PA-RTX4080 GAMINGPRO 16ГБ GDDR6X, Ret [ned4080019t2-1032a]",114 170,PALIT,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,1,1.4a,3,4,16 pin,320 Вт,850 Вт,активное,есть,,retail,328.9 мм,четырехслотовая,132.9 мм,0.463x0.116x0.291 м,2.848 кг,36 мес.,,,63.4 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-gigabyte-pci-e-4-0-gv-n306twf2oc-8gd-nv-rtx3060ti-8192mb-25-1808082/,3.8,4,"Видеокарта GIGABYTE NVIDIA GeForce RTX 3060Ti GV-N306TWF2OC-8GD 8ГБ Windforce, GDDR6, OC, Ret",47 770₽,GIGABYTE,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,2,1.4a,2,4,8 pin,,600 Вт,активное,есть,,retail,198 мм,двухслотовая,121 мм,0.31x0.06x0.22 м,1.03 кг,36 мес.,да,,39 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-gigabyte-nvidia-geforce-gtx-1660super-gv-n166soc-6gd-6gb-gd-1188412/,4.3,18,"Видеокарта GIGABYTE NVIDIA GeForce GTX 1660SUPER GV-N166SOC-6GD 6ГБ GDDR6, OC, Ret",29 330₽,,DirectX 12/OpenGL 4.6,,,,1,1.4,3,4,8 pin,150 Вт,450 Вт,активное,есть,,retail,226 мм,двухслотовая,122 мм,0.335x0.235x0.06 м,0.94 кг,36 мес.,да,,41 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-palit-pci-e-4-0-rtx4070ti-gamerock-premium-nv-rtx4070ti-122-1890323/,4.7,3,"Видеокарта Palit NVIDIA GeForce RTX 4070TI RTX4070Ti GAMEROCK PREMIUM 12ГБ GDDR6X, Ret [ned407ts19k9-1045g]",98 450,,,,,,,,,,,,,,,,,328.9 мм,четырехслотовая,,0.47x0.13x0.29 м,3.08 кг,36 мес.,,,,,,,,,,,
https://www.citilink.ru/product/videokarta-asus-pci-e-4-0-dual-rtx3060-o8g-white-nv-rtx3060-8192mb-128-1897364/,Код товара: 1897364,,"Видеокарта ASUS NVIDIA GeForce RTX 3060 DUAL-RTX3060-O8G-WHITE 8ГБ GDDR6, OC, Ret",38 550₽,ASUS,DirectX 12/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,1,1.4a,3,,8 pin,,650 Вт,активное,есть,,retail,200 мм,двухслотовая,,0.305x0.22x0.055 м,0.99 кг,36 мес.,да,,,,,,,,,,
https://www.citilink.ru/product/videokarta-asus-nvidia-geforce-gt-730-gt730-sl-2gd5-brk-2gb-gddr5-ret-376520/,4.6,18,"Видеокарта ASUS NVIDIA GeForce GT 730 GT730-SL-2GD5-BRK 2ГБ GDDR5, Ret",9 210₽,,DirectX 11/OpenGL 4.4,,,,1,1.4a,,2,без дополнительного питания,,300 Вт,пассивное,,,retail,165 мм,двухслотовая,69 мм,0.23x0.052x0.163 м,0.54 кг,36 мес.,,1,39 мм,,1,,,,,,
https://www.citilink.ru/product/videokarta-gigabyte-pci-e-4-0-gv-n4080eagle-oc-16gd-nv-rtx4080-16384mb-1874754/,Код товара: 1874754,,"Видеокарта GIGABYTE NVIDIA GeForce RTX 4080 GV-N4080EAGLE OC-16GD 16ГБ Eagle, GDDR6X, OC, Ret",122 540,GIGABYTE,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,1,1.4a,3,4,16 pin,,850 Вт,активное,есть,,retail,342 мм,четырехслотовая,150 мм,0.463x0.119x0.278 м,3.182 кг,36 мес.,да,,70 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-gigabyte-pci-e-4-0-gv-n4080aero-16gd-nv-rtx4080-16384mb-256-1893318/,5,2,"Видеокарта GIGABYTE NVIDIA GeForce RTX 4080 GV-N4080AERO-16GD 16ГБ Aero, GDDR6X, Ret",135 110,GIGABYTE,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,1,1.4a,3,4,16 pin,,850 Вт,активное,есть,,retail,342 мм,четырехслотовая,,0.465x0.28x0.12 м,3.312 кг,36 мес.,,,,,,,,,,,
https://www.citilink.ru/product/videokarta-asus-pci-e-4-0-dual-rx6700xt-12g-amd-rx6700xt-12288mb-256-g-1495223/,,,‌,47 130₽,ASUS,DirectX 12 Ultimate/OpenGL 4.6,,есть,,1,1.4a,3,4,6+8 pin,,650 Вт,активное,есть,,retail,295 мм,трехслотовая,139 мм,0.45x0.09x0.235 м,2.78 кг,36 мес.,,,55 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-gigabyte-pci-e-4-0-gv-n407taorus-m-12gd-nv-rtx4070ti-12288m-1888895/,5,7,"Видеокарта GIGABYTE NVIDIA GeForce RTX 4070TI GV-N407TAORUS M-12GD 12ГБ Aorus Master, GDDR6X, Ret",107 880,GIGABYTE,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,1,1.4a,3,4,16 pin,,750 Вт,активное,есть,,retail,342 мм,четырехслотовая,153 мм,0.46x0.12x0.28 м,1.75 кг,36 мес.,,,70.6 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-palit-pci-e-4-0-pa-rtx4070-jetstream-nv-rtx4070-12288mb-192-1920264/,4.8,4,"Видеокарта Palit NVIDIA GeForce RTX 4070 PA-RTX4070 JETSTREAM 12ГБ GDDR6X, Ret [ned4070019k9-1047j]",68 600,PALIT,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,1,1.4a,3,4,8 pin,200 Вт,750 Вт,активное,есть,,retail,328.9 мм,четырехслотовая,,0.43x0.105x0.245 м,1.22 кг,36 мес.,,,,"Пропускная способность памяти - 504 ГБ/с, Технология «0 децибел»",,,,,,,
https://www.citilink.ru/product/videokarta-gigabyte-pci-e-gv-n2060d6-12gd-nv-rtx2060-12288mb-192-gddr6-1655690/,4.5,2,"Видеокарта GIGABYTE NVIDIA GeForce RTX 2060 GV-N2060D6-12GD 12ГБ GDDR6, Ret",34 560₽,,DirectX 12/OpenGL 4.6,,,,1,1.4,3,4,8 pin,,550 Вт,активное,есть,,retail,224 мм,двухслотовая,121 мм,0.34x0.06x0.25 м,1.2 кг,36 мес.,,,41 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-gigabyte-pci-e-4-0-gv-r675xtgaming-oc-12gd-amd-radeon-rx-67-1738839/,4.8,6,"Видеокарта GIGABYTE AMD Radeon RX 6750XT GV-R675XTGAMING OC-12GD 12ГБ GDDR6, OC, Ret",52 370₽,GIGABYTE,DirectX 12 Ultimate/OpenGL 4.6,,есть,,2,1.4a,2,,6+8 pin,,650 Вт,активное,есть,,retail,281 мм,двухслотовая,,0.41x0.24x0.09 м,1.49 кг,36 мес.,да,,,,,,,,,,
https://www.citilink.ru/product/videokarta-msi-pci-e-4-0-rtx-4070-ti-suprim-x-12g-nv-rtx4070ti-12288mb-1887889/,Код товара: 1887889,,"Видеокарта MSI NVIDIA GeForce RTX 4070TI RTX 4070 Ti SUPRIM X 12G 12ГБ GDDR6X, Ret [602-v513-08s]",106 310,MSI,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,1,1.4a,3,4,16 pin,285 Вт,750 Вт,активное,есть,,retail,338 мм,четырехслотовая,142 мм,0.425x0.12x0.27 м,3.6 кг,36 мес.,,,73 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-gigabyte-pci-e-4-0-gv-n4080aero-oc-16gd-nv-rtx4080-16384mb-1874756/,Код товара: 1874756,,"Видеокарта GIGABYTE NVIDIA GeForce RTX 4080 GV-N4080AERO OC-16GD 16ГБ Aero, GDDR6X, OC, Ret",127 360,GIGABYTE,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,1,1.4a,3,4,16 pin,,850 Вт,активное,есть,,retail,342 мм,четырехслотовая,150 мм,0.465x0.12x0.28 м,3.296 кг,36 мес.,да,,75 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-gigabyte-pci-e-4-0-gv-r67xteagle-12gd-amd-rx6700xt-12288mb-1483028/,4.8,6,"Видеокарта GIGABYTE AMD Radeon RX 6700XT GV-R67XTEAGLE-12GD 12ГБ GDDR6, Ret",46 090₽,GIGABYTE,DirectX 12 Ultimate/OpenGL 4.6,,есть,,2,1.4a,2,4,6+8 pin,,650 Вт,активное,есть,,retail,282 мм,двухслотовая,113 мм,0.41x0.1x0.24 м,1.05 кг,36 мес.,,,40 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-powercolor-pci-e-4-0-axrx-6750xt-12gbd6-3dhe-oc-amd-rx6750x-1800263/,5,2,"Видеокарта PowerColor AMD Radeon RX 6750XT AXRX 6750XT 12GBD6-3DHE/OC 12ГБ Red Devil, GDDR6, OC, Ret",51 320₽,POWERCOLOR,DirectX 12/OpenGL,,есть,,1,1.4,3,,8+8 pin,,700 Вт,активное,есть,,retail,320 мм,двухслотовая,,0.4x0.23x0.12 м,2.16 кг,24 мес.,да,,,,,,,,,,
https://www.citilink.ru/product/videokarta-asus-nvidia-geforce-gtx-1050ti-ph-gtx1050ti-4g-4gb-gddr5-re-407495/,4.8,103,"Видеокарта ASUS NVIDIA GeForce GTX 1050TI PH-GTX1050TI-4G 4ГБ GDDR5, Ret",18 230₽,,DirectX 12/OpenGL 4.5,,,,1,1.4,1,3,без дополнительного питания,,300 Вт,активное,,,retail,192 мм,двухслотовая,111 мм,0.3x0.21x0.06 м,0.75 кг,36 мес.,,1,37 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-gigabyte-pci-e-gv-r64d6-4gl-amd-radeon-rx-6400-4096mb-64-gd-1738827/,5,1,"Видеокарта GIGABYTE AMD Radeon RX 6400 GV-R64D6-4GL 4ГБ GDDR6, Low Profile, Ret",15 500₽,,DirectX 12 Ultimate/OpenGL 4.6,,,,1,1.4a,1,,без дополнительного питания,,350 Вт,активное,,,retail,182 мм,двухслотовая,,0.3x0.21x0.05 м,1 кг,36 мес.,,,,,,да,,,,,
