link,Рейтинг,Количество отзывов,Название,Цена,Бренд,Сокет процессора,Процессор,"Процессор, частота",Количество ядер процессора,Чипсет материнской платы,Оперативная память,Максимальный объем оперативной памяти,Тип графического контроллера,Графика,Объем SSD,Тип кабельной сети (разъем RJ-45),Операционная система,Разъемов PS/2,Разъемов USB 2.0,Разъемов USB 3.0,Разъемов HDMI,Разъемов DisplayPort,Разъем для микрофона,Разъем для наушников,Тип корпуса,Блок питания,Цвет корпуса,Вес товара,Размеры корпуса (ШхВхГ),Гарантийное,Гарантия,Габариты упаковки (ед) ДхШхВ,Вес упаковки (ед),Разъемов D-Sub,Особенности графического контроллера,Поддержка Wi-Fi,Стандарт Wi-Fi,Поддержка Bluetooth,Стандарт Bluetooth,Разъемов USB 3.0 (Type-C),Тип блока питания,Кард-ридер,Разъемов USB 3.1,Разъемов USB 2.0 (Type-C),Разъемов DVI,Разъем наушники/микрофон,Разъемов USB 3.2 (Type-C),Жесткий диск,Разъемов USB 3.1 (Type-C),Отделка корпуса,Особенности оперативной памяти,Особенности жестких дисков,Комплектация,Страна производства,Число ядер GPU,Разъемов Thunderbolt 3,Входное напряжение (мин),Входное напряжение (макс),Тип вилки,Частота энергоэффективных ядер,Количество высокопроизводительных ядер,Количество энергоэффективных ядер,Разрядность ОС,Клавиатура,Клавиатура с русскими буквами,Мышь,Объем второго SSD,Частота электросети,Особенности ОС,Разъемов RS-232,Особенности,Разъемов Thunderbolt 4,Разъемов USB 4.0,Поддержка карт памяти,Экран с поддержкой 3D,Возможность монтажа в стойку,Оптический привод,Монитор в комплекте,Встроенные динамики,Размер крепления VESA,Дополнительно в комплекте,Особенности процессора,Поддержка Intel Optane,Буферная память HDD,Модель монитора,Диагональ экрана,Разрешение экрана,Яркость экрана,Время отклика,Угол обзора
https://www.citilink.ru/product/pk-iru-home-310h5se-mt-i3-10105-8gb-ssd240gb-uhdg-630-w10pro64-chernyi-1628047/,Код товара: 1628047,,"Компьютер iRU Home 310H5SE, Intel Core i3 10100, DDR4 8ГБ, 240ГБ(SSD), Intel UHD Graphics 630, Windows 10 Pro, черный [1628047]",56 200₽,IRU,LGA 1200,Intel Core i3 10100,"3.6 ГГц (4.3 ГГц, в режиме Turbo)",4-ядерный,Intel H510,"8 ГБ, DDR4, DIMM, 2666 МГц",32 ГБ,интегрированный,Intel UHD Graphics 630,240 ГБ,Gigabit Ethernet,Windows 10 Pro,1 (комбинированный),6,3,1,,1,1,minitower,400 Вт,черный,7 кг,165 х 350 х 350 мм,Гарантия СЦ производителя,36 мес.,0.525x0.25x0.58 м,9.4 кг,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64-bit,,,,,,"Язык интерфейса Английский, Возможность выбора языка интерфейса (MUI)",,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-iru-game-310h5ge-mt-i5-11400f-16gb-ssd1tb-gtx1660-super-6gb-dos-che-1916031/,Код товара: 1916031,,"Компьютер iRU Game 310H5GE, Intel Core i5 11400F, DDR4 16ГБ, 1ТБ(SSD), NVIDIA GeForce GTX 1660 Super - 6144 Мб, Free DOS, черный [1916031]",73 900₽,IRU,LGA 1200,Intel Core i5 11400F,"2.6 ГГц (4.4 ГГц, в режиме Turbo)",6-ядерный,Intel H510,"16 ГБ, DDR4, DIMM, 2666 МГц",64 ГБ,дискретный,NVIDIA GeForce GTX 1660 Super - 6144 Мб,1024 ГБ,Gigabit Ethernet,Free DOS,1 (комбинированный),5,3,1,1,1,1,miditower,500 Вт,черный,7 кг,186 х 381.5 х 373 мм,Гарантия СЦ производителя,36 мес.,0.44x0.225x0.425 м,8.7 кг,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-iru-game-310h5gma-mt-i5-11400f-16gb-ssd1tb-rtx3050-8gb-dos-chernyi-1859661/,5,1,"Компьютер iRU Game 310H5GMA, Intel Core i5 11400F, DDR4 16ГБ, 1ТБ(SSD), Intel GeForce RTX 3050 - 8192 Мб, Free DOS, черный [1859661]",86 500₽,IRU,LGA 1200,Intel Core i5 11400F,"2.6 ГГц (4.4 ГГц, в режиме Turbo)",6-ядерный,Intel H510,"16 ГБ, DDR4, DIMM, 3200 МГц",64 ГБ,дискретный,Intel GeForce RTX 3050 - 8192 Мб,1024 ГБ,Gigabit Ethernet,Free DOS,1 (комбинированный),2,4,1,1,1,1,miditower,650 Вт,черный,7 кг,210 х 495 х 403 мм,Гарантия СЦ производителя,36 мес.,0.52x0.27x0.45 м,9.4 кг,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/nettop-rombica-g6-txg641d-pg-g6405-4gb-ssd128gb-uhdg-610-noos-chernyi-1872755/,Код товара: 1872755,,"Неттоп ROMBICA Horizon G6 TXG641D, Intel Pentium Gold G6405, DDR4 4ГБ, 128ГБ(SSD), Intel UHD Graphics 610, noOS, черный [pcmi-0052]",22 100₽,ROMBICA,LGA 1200,Intel Pentium Gold G6405,4.1 ГГц,2-ядерный,Intel H510,"4 ГБ, DDR4, SO-DIMM, 2666 МГц",,интегрированный,Intel UHD Graphics 610,128 ГБ,Gigabit Ethernet,noOS,,2,4,1,,1,1,,100 Вт,черный,,198 х 52 х 198 мм,Гарантия СЦ производителя,12 мес.,0.329x0.081x0.239 м,2.34 кг,1,,есть,802.11 a/b/g/n/ac,есть,v4.2,,внешний,,,,,,,,,,,,"Антенна Wi-Fi (2 шт.), кабели SATA, VESA-адаптер с крепежными болтами, адаптер питания, руководство пользователя.",,,,100 В,240 В,,,,,,,,,,50/60 Гц,,2,"Адаптер VESA 75х75, 100х100.",,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-iru-home-510b5se-mt-i5-11400-8gb-ssd240gb-uhdg-730-dos-chernyi-1927291/,Код товара: 1927291,,"Компьютер iRU Home 510B5SE, Intel Core i5 11400, DDR4 8ГБ, 240ГБ(SSD), Intel UHD Graphics 730, Free DOS, черный [1927291]",34 200₽,IRU,LGA 1200,Intel Core i5 11400,"2.6 ГГц (4.4 ГГц, в режиме Turbo)",6-ядерный,Intel B560,"8 ГБ, DDR4, DIMM, 3200 МГц",64 ГБ,интегрированный,Intel UHD Graphics 730,240 ГБ,Gigabit Ethernet,Free DOS,1 (комбинированный),4,2,,,1,1,minitower,400 Вт,черный,7 кг,210 х 392 х 428 мм,Гарантия СЦ производителя,36 мес.,0.525x0.26x0.58 м,8.75 кг,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-apple-mac-mini-a2686-slim-m2-8-core-8gb-ssd256gb-macos-serebristyi-1939711/,Код товара: 1939711,,"Компьютер Apple Mac mini A2686, Apple M2 8 core, 8ГБ, 256ГБ(SSD), macOS, серебристый [mmfj3j/a]",78 790,APPLE,,Apple M2 8 core,,8-ядерный,,8 ГБ,,интегрированный,,256 ГБ,Gigabit Ethernet,macOS,,,1,1,,,1,slim,,серебристый,1.18 кг,197 х 36 х 197 мм,Гарантия поставщика,12 мес.,0.21x0.21x0.08 м,2.1 кг,,,есть,802.11 a/b/g/n/ac/ax,есть,v5.3,,внутренний,,,,,,,,,матовая,,,,,10 core GPU,,100 В,240 В,Тип A (Американская без заземления),,,,,,,,,,,,Для з/у нужен будет переходник на евро.,2,1 шт,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-mini-chuwi-rzbox-ryzen-7-5800h-16gb-ssd512gb-w11pro-1936612/,Код товара: 1936612,,"Мини ПК CHUWI RZBox AMD Ryzen 7 5800H, DDR4 16ГБ, 512ГБ(SSD), AMD Radeon Graphics, Windows 11 Professional, серый",56 690,CHUWI,,AMD Ryzen 7 5800H,"3.2 ГГц (4.4 ГГц, в режиме Turbo)",8-ядерный,,"16 ГБ, DDR4, SO-DIMM",32 ГБ,интегрированный,AMD Radeon Graphics,512 ГБ,2 x Gigabit Ethernet,Windows 11 Professional,,3,2,1,1,1,1,,,серый,1.35 кг,177.5 х 61.5 х 188 мм,Гарантия поставщика,12 мес.,0.285x0.265x0.11 м,2.59 кг,1,,есть,802.11 a/b/g/n/ac/ax,есть,v5.2,1,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-mini-chuwi-corebox-i5-1235u-16gb-ssd512gb-w11pro-1936611/,Код товара: 1936611,,"Мини ПК CHUWI CoreBox Intel Core i5 1235U, DDR5 16ГБ, 512ГБ(SSD), Intel UHD Graphics, Windows 11 Professional, серый",44 090₽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-mini-chuwi-corebox-i3-1215u-16gb-ssd512gb-w11pro-1936609/,Код товара: 1936609,,"Мини ПК CHUWI CoreBox Intel Core i3 1215U, DDR5 16ГБ, 512ГБ(SSD), Intel UHD Graphics, Windows 11 Professional, серый",39 890₽,CHUWI,,Intel Core i3 1215U,"1.2 ГГц (4.4 ГГц, в режиме Turbo)",6-ядерный,,"16 ГБ, DDR5",,интегрированный,Intel UHD Graphics,512 ГБ,Gigabit Ethernet,Windows 11 Professional,,,4,1,1,1,1,,,серый,0.805 кг,158 х 73 х 173 мм,Гарантия поставщика,12 мес.,0.295x0.197x0.11 м,1.825 кг,,,есть,802.11 a/b/g/n/ac,есть,v5.1,,,,,,,,,,,,,,,,,,,,,0.9 ГГц и 3.3 ГГЦ в режиме Turbo,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-mini-chuwi-larkbox-x-cel-n100-12gb-ssd512gb-w11pro-1936608/,Код товара: 1936608,,"Мини ПК CHUWI LarkBox X Intel N100, LPDDR5 12ГБ, 512ГБ(SSD), Intel UHD Graphics, Windows 11 Professional, черный и белый",23 090₽,CHUWI,,Intel N100,"0.8 ГГц (3.4 ГГц, в режиме Turbo)",4-ядерный,,"12 ГБ, LPDDR5",,интегрированный,Intel UHD Graphics,512 ГБ,1 x 2.5Gigabit + 1 х Gigabit Ethernet,Windows 11 Professional,,,2,1,1,,1,,,черный и белый,0.4 кг,127 х 49 х 127 мм,Гарантия поставщика,12 мес.,0.247x0.25x0.06 м,1.13 кг,,,есть,802.11 a/b/g/n/ac/ax,есть,v5.2,1,,,2 шт,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-mini-chuwi-herobox-cel-n5100-8gb-ssd256gb-w11pro-1936604/,Код товара: 1936604,,"Мини ПК CHUWI HeroBox Intel Celeron N5100, DDR4 8ГБ, 256ГБ(SSD), Intel UHD Graphics, CR, Windows 11 Professional, черный",18 370₽,CHUWI,,Intel Celeron N5100,"1.1 ГГц (2.8 ГГц, в режиме Turbo)",4-ядерный,,"8 ГБ, DDR4",,интегрированный,Intel UHD Graphics,256 ГБ,Gigabit Ethernet,Windows 11 Professional,,2,2,1,,,1,,,черный,0.59 кг,138.3 х 37.3 х 187.6 мм,Гарантия поставщика,12 мес.,0.23x0.2x0.097 м,1.13 кг,1,,есть,802.11 a/b/g/n/ac,есть,v5.2,1,,встроенный,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,SD,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-raskat-strike-520-mt-i5-12400f-16gb-ssd500gb-rtx3060-12gb-noos-cher-1934019/,Код товара: 1934019,,"Компьютер RASKAT Strike 520, Intel Core i5 12400F, DDR4 16ГБ, 512ГБ(SSD), NVIDIA GeForce RTX 3060 - 12288 Мб, noOS, черный [strike520120899]",88 760₽,,LGA 1700,Intel Core i5 12400F,"2.5 ГГц (4.4 ГГц, в режиме Turbo)",6-ядерный,Intel H610,"16 ГБ, DDR4, DIMM, 3200 МГц",64 ГБ,дискретный,NVIDIA GeForce RTX 3060 - 12288 Мб,512 ГБ,Gigabit Ethernet,noOS,2,4,,1,,1,1,tower,550 Вт,черный,,205 х 428 х 378 мм,Гарантия поставщика,36 мес.,,,1,,,,,,,внутренний,,,,,,,,,матовая,,,,Россия,,,,,,,6,,,,,,,,,,,,,,нет,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-mini-chuwi-rzbox-ryzen-7-5800h-16gb-ssd512gb-w11h-1932431/,Код товара: 1932431,,"Мини ПК CHUWI RZBox AMD Ryzen 7 5800H, DDR4 16ГБ, 512ГБ(SSD), AMD Radeon Graphics, Windows 11 Home, серый",50 390,CHUWI,,AMD Ryzen 7 5800H,"3.2 ГГц (4.4 ГГц, в режиме Turbo)",8-ядерный,,"16 ГБ, DDR4, SO-DIMM",32 ГБ,интегрированный,AMD Radeon Graphics,512 ГБ,2 x Gigabit Ethernet,Windows 11 Home,,3,2,1,1,1,1,,,серый,1.35 кг,177.5 х 61.5 х 188 мм,Гарантия СЦ производителя,12 мес.,0.283x0.26x0.11 м,2.54 кг,01,,есть,802.11 a/b/g/n/ac/ax,есть,v5.2,1,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-mini-chuwi-herobox-cel-n5100-8gb-ssd256gb-w11h-1932417/,Код товара: 1932417,,"Мини ПК CHUWI HeroBox Intel Celeron N5100, DDR4 8ГБ, 256ГБ(SSD), Intel UHD Graphics, CR, Windows 11 Home, черный",18 890,CHUWI,,Intel Celeron N5100,"1.1 ГГц (2.8 ГГц, в режиме Turbo)",4-ядерный,,"8 ГБ, DDR4",,интегрированный,Intel UHD Graphics,256 ГБ,Gigabit Ethernet,Windows 11 Home,,2,2,1,,,,,,черный,0.59 кг,138.3 х 37.3 х 187.6 мм,Гарантия СЦ производителя,12 мес.,0.247x0.247x0.06 м,1.13 кг,1,,есть,802.11 a/b/g/n/ac,есть,v5.2,2,,встроенный,,,,1,,,,,,,,,,,,,,,4,,,,,,,,,,,,,microSD,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-iru-game-510b6gma-mt-i7-12700f-16gb-ssd512gb-rtx-3070ti-8gb-w11pro6-1929249/,Код товара: 1929249,,"Компьютер iRU Game 510B6GMA, Intel Core i7 12700F, DDR4 16ГБ, 512ГБ(SSD), NVIDIA GeForce RTX 3070Ti - 8192 Мб, Windows 11 Professional, черный [1929249]",193 000₽,IRU,Socket 1700,Intel Core i7 12700F,"2.1 ГГц (4.9 ГГц, в режиме Turbo)",12-ядерный,Intel B660,"16 ГБ, DDR4, DIMM, 3200 МГц",64 ГБ,дискретный,NVIDIA GeForce RTX 3070Ti - 8192 Мб,512 ГБ,Gigabit Ethernet,Windows 11 Professional,1 (комбинированный),2,4,1,3,1,1,minitower,800 Вт,черный,7 кг,210 х 459 х 403 мм,Гарантия СЦ производителя,36 мес.,0.52x0.27x0.46 м,9 кг,1,,,,,,,,,,,,,,,,,,,,,,,,,,1.6 ГГц и 3.6 ГГЦ в режиме Turbo,8,4,64-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-iru-game-510b6gma-mt-i7-12700f-16gb-ssd512gb-rtx-3070ti-8gb-dos-che-1929245/,Код товара: 1929245,,"Компьютер iRU Game 510B6GMA, Intel Core i7 12700F, DDR4 16ГБ, 512ГБ(SSD), NVIDIA GeForce RTX 3070Ti - 8192 Мб, Free DOS, черный [1929245]",172 800₽,IRU,Socket 1700,Intel Core i7 12700F,"2.1 ГГц (4.9 ГГц, в режиме Turbo)",12-ядерный,Intel B660,"16 ГБ, DDR4, DIMM, 3200 МГц",64 ГБ,дискретный,NVIDIA GeForce RTX 3070Ti - 8192 Мб,512 ГБ,Gigabit Ethernet,Free DOS,1 (комбинированный),2,4,1,3,1,1,minitower,800 Вт,черный,7 кг,210 х 459 х 403 мм,Гарантия СЦ производителя,36 мес.,0.525x0.27x0.46 м,9.4 кг,1,,,,,,,,,,,,,,,,,,,,,,,,,,1.6 ГГц и 3.6 ГГЦ в режиме Turbo,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-apple-mac-mini-a2686-slim-m2-8-core-8gb-ssd256gb-10-core-gpu-macos-1928973/,Код товара: 1928973,,"Компьютер Apple Mac mini A2686, Apple M2 8 core, 8ГБ, 256ГБ(SSD), macOS, серебристый [mmfj3lz/a]",78 790,APPLE,,Apple M2 8 core,,8-ядерный,,8 ГБ,,интегрированный,,256 ГБ,Gigabit Ethernet,macOS,,,1,1,,,1,slim,,серебристый,1.18 кг,197 х 36 х 197 мм,Гарантия продавца,12 мес.,0.21x0.083x0.21 м,2.1 кг,,,есть,802.11 a/b/g/n/ac/ax,есть,v5.3,,внутренний,,,,,,,,,матовая,,,,,10 core GPU,,100 В,240 В,Тип A (Американская без заземления),,,,,,,,,,,,Для з/у нужен будет переходник на евро.,2,1 шт,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-iru-home-320a3ge-mt-ryzen-5-pro-4650g-16gb-ssd512gb-rgr-dos-chernyi-1927271/,Код товара: 1927271,,"Компьютер iRU Home 320A3GE, AMD Ryzen 5 PRO 4650G, DDR4 16ГБ, 512ГБ(SSD), AMD Radeon Graphics, Free DOS, черный [1927271]",46 200₽,IRU,Socket AM4,AMD Ryzen 5 PRO 4650G,"3.7 ГГц (4.2 ГГц, в режиме Turbo)",6-ядерный,AMD A320,"16 ГБ, DDR4, DIMM, 3200 МГц",32 ГБ,интегрированный,AMD Radeon Graphics,512 ГБ,Gigabit Ethernet,Free DOS,1 (комбинированный),2,4,1,,1,1,miditower,500 Вт,черный,7 кг,240 х 470 х 510 мм,Гарантия СЦ производителя,36 мес.,0.52x0.24x0.46 м,8 кг,1,,,,,,,внутренний,,,,1,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-iru-home-310h5se-mt-i3-10105-8gb-ssd240gb-uhdg-630-w11pro64-chernyi-1927119/,Код товара: 1927119,,"Компьютер iRU Home 310H5SE, Intel Core i3 10105, DDR4 8ГБ, 240ГБ(SSD), Intel UHD Graphics 630, Windows 11 Professional, черный [1927119]",49 600₽,IRU,LGA 1200,Intel Core i3 10105,"3.7 ГГц (4.4 ГГц, в режиме Turbo)",4-ядерный,Intel H510,"8 ГБ, DDR4, DIMM, 2666 МГц",64 ГБ,интегрированный,Intel UHD Graphics 630,240 ГБ,Gigabit Ethernet,Windows 11 Professional,1 (комбинированный),6,3,1,,1,1,minitower,400 Вт,черный,6.5 кг,165 х 350 х 350 мм,Гарантия СЦ производителя,36 мес.,0.525x0.25x0.575 м,9.4 кг,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,64-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-apple-mac-mini-a2686-slim-m2-8-core-8gb-ssd512gb-10-core-gpu-macos-1926912/,Код товара: 1926912,,"Компьютер Apple Mac mini A2686, Apple M2 8 core, 8ГБ, 512ГБ(SSD), macOS, серебристый [mmfk3zp/a]",90 900₽,APPLE,,Apple M2 8 core,,8-ядерный,,8 ГБ,,интегрированный,,512 ГБ,Gigabit Ethernet,macOS,,,1,1,,,1,slim,,серебристый,1.18 кг,197 х 36 х 197 мм,Гарантия продавца,12 мес.,,,,,есть,802.11 a/b/g/n/ac/ax,есть,v5.3,,внутренний,,,,,,,,,матовая,,,,,10 core GPU,,,,,,,,,,,,,,,,Для з/у нужен будет переходник на евро.,2,1 шт,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-iru-game-520b5gma-mt-ryzen-5-5600x-16gb-ssd512gb-rx-6600-8gb-dos-ch-1926604/,Код товара: 1926604,,"Компьютер iRU Game 520B5GMA, AMD Ryzen 5 5600X, DDR4 16ГБ, 512ГБ(SSD), AMD Radeon RX 6600 - 8192 Мб, Free DOS, черный [1926604]",85 400₽,,Socket AM4,AMD Ryzen 5 5600X,"3.7 ГГц (4.4 ГГц, в режиме Turbo)",6-ядерный,AMD B450,"16 ГБ, DDR4, DIMM, 3200 МГц",64 ГБ,дискретный,AMD Radeon RX 6600 - 8192 Мб,512 ГБ,Gigabit Ethernet,Free DOS,1 (комбинированный),2,4,1,2,1,1,miditower,650 Вт,черный,7 кг,210 х 459 х 403 мм,Гарантия СЦ производителя,36 мес.,0.52x0.26x0.44 м,9.4 кг,1,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-iru-game-520b5gma-mt-ryzen-5-5600x-16gb-ssd512gb-rtx3050-8gb-dos-ch-1926551/,Код товара: 1926551,,"Компьютер iRU Game 520B5GMA, AMD Ryzen 5 5600X, DDR4 16ГБ, 512ГБ(SSD), NVIDIA GeForce RTX 3050 - 8192 Мб, Free DOS, черный [1926551]",83 700₽,IRU,Socket AM4,AMD Ryzen 5 5600X,"3.7 ГГц (4.4 ГГц, в режиме Turbo)",6-ядерный,AMD B450,"16 ГБ, DDR4, DIMM, 3200 МГц",64 ГБ,дискретный,NVIDIA GeForce RTX 3050 - 8192 Мб,512 ГБ,Gigabit Ethernet,Free DOS,1 (комбинированный),2,4,1,2,1,1,miditower,650 Вт,черный,7 кг,210 х 459 х 403 мм,Гарантия СЦ производителя,36 мес.,0.51x0.26x0.42 м,9.4 кг,1,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-iru-game-520b5gma-mt-ryzen-5-5600x-16gb-ssd512gb-rtx3060-12gb-dos-c-1926470/,Код товара: 1926470,,"Компьютер iRU Game 520B5GMA, AMD Ryzen 5 5600X, DDR4 16ГБ, 512ГБ(SSD), NVIDIA GeForce RTX 3060 - 12288 Мб, Free DOS, черный [1926470]",88 700₽,IRU,Socket AM4,AMD Ryzen 5 5600X,"3.7 ГГц (4.4 ГГц, в режиме Turbo)",6-ядерный,AMD B450,"16 ГБ, DDR4, DIMM, 3200 МГц",64 ГБ,дискретный,NVIDIA GeForce RTX 3060 - 12288 Мб,512 ГБ,Gigabit Ethernet,Free DOS,1 (комбинированный),2,4,1,2,1,1,miditower,650 Вт,черный,7 кг,210 х 459 х 403 мм,Гарантия СЦ производителя,36 мес.,0.52x0.27x0.45 м,9.4 кг,1,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-iru-game-310h6gma-mt-i5-12400f-16gb-ssd1tb-rtx3050-8gb-dos-chernyi-1926443/,Код товара: 1926443,,"Компьютер iRU Game 310H6GMA, Intel Core i5 12400F, DDR4 16ГБ, 1ТБ(SSD), NVIDIA GeForce RTX 3050 - 8192 Мб, Free DOS, черный [1926443]",84 200₽,IRU,LGA 1700,Intel Core i5 12400F,"2.5 ГГц (4.4 ГГц, в режиме Turbo)",6-ядерный,Intel H610,"16 ГБ, DDR4, DIMM, 3200 МГц",64 ГБ,дискретный,NVIDIA GeForce RTX 3050 - 8192 Мб,1024 ГБ,Gigabit Ethernet,Free DOS,1 (комбинированный),2,4,1,3,1,1,miditower,650 Вт,черный,7 кг,210 х 459 х 403 мм,Гарантия СЦ производителя,36 мес.,0.265x0.52x0.455 м,9.4 кг,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-iru-game-310h5gma-mt-i5-11400f-16gb-ssd1tb-rx-6600-8gb-dos-chernyi-1926426/,Код товара: 1926426,,"Компьютер iRU Game 310H5GMA, Intel Core i5 11400F, DDR4 16ГБ, 1ТБ(SSD), AMD Radeon RX 6600 - 8192 Мб, Free DOS, черный [1926426]",81 500₽,IRU,LGA 1200,Intel Core i5 11400F,"2.6 ГГц (4.4 ГГц, в режиме Turbo)",6-ядерный,Intel H510,"16 ГБ, DDR4, DIMM, 3200 МГц",64 ГБ,дискретный,AMD Radeon RX 6600 - 8192 Мб,1024 ГБ,Gigabit Ethernet,Free DOS,1 (комбинированный),2,4,1,,1,1,miditower,650 Вт,черный,7 кг,210 х 459 х 403 мм,Гарантия СЦ производителя,36 мес.,0.52x0.26x0.455 м,9.4 кг,1,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-iru-game-510b6gma-mt-i7-12700f-16gb-ssd1tb-rtx3070-8gb-w11pro64-che-1925229/,Код товара: 1925229,,"Компьютер iRU Game 510B6GMA, Intel Core i7 12700F, DDR4 16ГБ, 1ТБ(SSD), NVIDIA GeForce RTX 3070 - 8192 Мб, Windows 11 Professional, черный [1925229]",143 900₽,IRU,Socket 1700,Intel Core i7 12700F,"2.1 ГГц (4.9 ГГц, в режиме Turbo)",12-ядерный,Intel B660,"16 ГБ, DDR4, DIMM, 3200 МГц",64 ГБ,дискретный,NVIDIA GeForce RTX 3070 - 8192 Мб,1024 ГБ,Gigabit Ethernet,Windows 11 Professional,1 (комбинированный),2,4,1,3,1,1,minitower,700 Вт,черный,7 кг,210 х 459 х 403 мм,Гарантия СЦ производителя,36 мес.,0.515x0.27x0.45 м,9.4 кг,1,,,,,,,,,,,,,,,,,,,,,,,,,,1.6 ГГц и 3.6 ГГЦ в режиме Turbo,8,4,64-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-iru-game-510b5gma-mt-i7-11700f-16gb-ssd1tb-rtx3070-8gb-w11pro64-che-1925225/,Код товара: 1925225,,"Компьютер iRU Game 510B5GMA, Intel Core i7 11700F, DDR4 16ГБ, 1ТБ(SSD), NVIDIA GeForce RTX 3070 - 8192 Мб, Windows 11 Professional, черный [1925225]",142 100₽,IRU,LGA 1200,Intel Core i7 11700F,"2.5 ГГц (4.9 ГГц, в режиме Turbo)",8-ядерный,Intel B560,"16 ГБ, DDR4, DIMM, 3200 МГц",64 ГБ,дискретный,NVIDIA GeForce RTX 3070 - 8192 Мб,1024 ГБ,Gigabit Ethernet,Windows 11 Professional,1 (комбинированный),2,4,1,3,1,1,miditower,700 Вт,черный,7 кг,210 х 495 х 403 мм,Гарантия СЦ производителя,36 мес.,0.525x0.265x0.45 м,9.4 кг,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,64-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-iru-game-510b6gma-mt-i5-12400f-16gb-ssd1tb-rtx3060-12gb-w11pro64-ch-1925217/,Код товара: 1925217,,"Компьютер iRU Game 510B6GMA, Intel Core i5 12400F, DDR4 16ГБ, 1ТБ(SSD), NVIDIA GeForce RTX 3060 - 12288 Мб, Windows 11 Professional, черный [1925217]",115 600₽,IRU,LGA 1700,Intel Core i5 12400F,"2.5 ГГц (4.4 ГГц, в режиме Turbo)",6-ядерный,Intel B560,"16 ГБ, DDR4, DIMM, 3200 МГц",64 ГБ,дискретный,NVIDIA GeForce RTX 3060 - 12288 Мб,1024 ГБ,Gigabit Ethernet,Windows 11 Professional,1 (комбинированный),4,2,1,2,1,1,miditower,700 Вт,черный,7 кг,210 х 459 х 403 мм,Гарантия СЦ производителя,36 мес.,0.27x0.52x0.46 м,9.4 кг,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,64-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,
