link,Рейтинг,Количество отзывов,Название,Цена,Тип,Диагональ экрана в,Разрешение,Частота обновления,Разрешение матрицы экрана,Яркость,Контраст к 1,Поверхность,Тип матрицы,Тип матрицы маркетинговый,Соотношение сторон,Оперативная,Макс. объем оперативной,Количество слотов оперативной,Возможность апгрейда оперативной памяти,Объем,Тип графического,Графический,Процессор,"Процессор,",Количество ядер,Максимальное число потоков,Количество высокопроизводительных ядер,Объем кэша L2,Объем кэша L3,Техпроцесс,Ядро процессора,Поддержка технологии,Порты USB 2.0,Порты USB 3.0,Мак. скорость передачи данных (Type-A),Порты USB 3.0 (Type-C),Мак. скорость передачи данных (Type-C),Операционная система,Для учебы,Для работы,Веб-камера,Разъем,Акустическая,Язык клавиатуры,Цвет клавиатуры,Цифровой блок,Подсветка клавиш,Цвет подсветки клавиатуры,Устройства позиционирования,Гарантия,Емкость,Энергоемкость,Комплектация,Материал,Цветовое,Размеры,Вес,Габариты упаковки (ед) ДхШхВ,Вес упаковки (ед),Возможность апгрейда HDD/SSD,Конфигурация возможного апгрейда жесткого диска,Количество разъемов жесткого диска,Количество свободных разъемов жесткого диска,Кард-ридер,Кабельная,Порты USB 3.1 (Type-A),Порты USB 3.2 (Type-C),Возможность передачи видео через USB Type-C,Разрядность ОС,Поддержка языков,Разъем для,Сканер отпечатка,Напряжение,Особенности,Kensington,Угол обзора,Цветовой охват NTSC,Количество занятых слотов оперативной,Конфигурация установленного SSD,Версия HDMI,Количество микрофонов,Мощность акустики,Количество ячеек,Внешняя,Внутренняя,Режим защиты зрения,Относительная площадь,"Функция ""Мультиэкран""",Особенности жестких дисков,Порты USB 2.0 (Type-C),Функция быстрой зарядки,Выходная мощность адаптера питания,Охлаждение,TGP,Поддержка трассировки,Поддержка,Технология,Разъем mini,Для геймеров,Подходит для,Количество энергоэффективных ядер,Максимальное разрешение внешнего монитора,Порты USB 3.1 (Type-C),Возможность зарядки от Type-C (USB Power Delivery),Ударопрочный корпус,Цветовой охват sRGB,Разъемов Thunderbolt 4,Для дизайна,Разблокировка по лицу,Максимальное время работы от,Количество свободных слотов оперативной,Плотность пикселей,Среднее время работы,Тип вилки,Режим S mode,Время отклика,Цветовой охват DCI-P3,Поддержка HDR,Технология HDR,RTX Studio,Конфигурация второго установленного SSD,Конфигурация третьего установленного SSD,Настройка подсветки клавиатуры,Антибактериальное покрытие,Порты USB 3.2 (Type-A),Цветовой охват Adobe RGB,Поддержка Intel Optane,Установленный объем Intel Optane,Число ядер графического контроллера,Стандарт связи,Пропускная способность памяти,Поддержка NVIDIA G-Sync,Сенсорный,Разъемов Thunderbolt,Разъемов Thunderbolt 3,Touch,Delta E Цвета,Порты USB 4.0 (Type-C),Сумка в,Тип сумки в комплекте,Срок окончания гарантии,"Следы естеств. убыли, износа, экспл. товара",Гарантийный ремонт(причина ремонта),Причины уценки,Особенности ОС,Delta E,Встроенный сабвуфер,Мощность сабвуфера,Стилус в комплекте,Технология динамического экрана,Динамический экран
https://www.citilink.ru/product/noutbuk-digma-eve-15-p418-cel-n4020c-4gb-emmc128gb-600-15-6-ips-fhd-w1-1795656/,5,3.0,"Ноутбук Digma EVE 15 P418, 15.6"", IPS, Intel Celeron N4020C 1.1ГГц, 2-ядерный, 4ГБ 128ГБ eMMC, Intel UHD Graphics 600, Windows 11 Home, серый космос [ncn154bxw01]",20 000₽,Ноутбук,"15.6 """,0.3 Мп,,FHD,,,,IPS,IPS,16:9,4 ГБ,,,,128 ГБ,интегрированный,Intel UHD Graphics 600,Intel Celeron N4020C,"1.1 ГГц (2.8 ГГц, в режиме Turbo)",2-ядерный,2 шт,2.0,4 МБ,,14 нм,Gemini Lake Refresh,"есть, v4.0",1.0,1.0,5 Гбит/с,,,Windows 11 Home,да,,встроенная,,стереодинамики,русский/английский,черный,есть,нет,,Touchpad,12 мес.,5000 mAh,37 Wh,,пластик,серый космос,375 х 240 х 21 мм,2 кг,0.5x0.065x0.3 м,2.72 кг,есть,M.2 2280,,,"есть, поддержкаmicroSD",10/100 (Ethernet) Мбит/с,,,,64-bit,Multi Language,есть,,7.4 V,,,,,,,,,2,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-digma-eve-15-p417-i3-10110u-8gb-ssd256gb-620-15-6-ips-fhd-w11m-1795694/,5,2.0,"Ноутбук Digma EVE 15 P417, 15.6"", IPS, Intel Core i3 10110U 2.1ГГц, 2-ядерный, 8ГБ 256ГБ SSD, Intel UHD Graphics , Windows 11 Home, серый [dn15p3-8cxw01]",31 000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-msi-gf63-thin-11ud-i5-11400h-8gb-ssd512gb-rtx-3050-ti-4gb-15-6-1835430/,1 Обзор,,"Ноутбук игровой MSI GF63 Thin 11UD-221RU, 15.6"", IPS, Intel Core i5 11400H 2.7ГГц, 6-ядерный, 8ГБ DDR4, 512ГБ SSD, NVIDIA GeForce RTX 3050 Ti для ноутбуков - 4 ГБ, Windows 11 Home, черный [9s7-16r612-221]",77 990₽,Ноутбук,"15.6 """,0.9 Мп,144 Гц,FHD,,,матовая,IPS,IPS,16:9,"8 ГБ, DDR4, 3200 МГц",64 ГБ,2.0,есть,512 ГБ,дискретный,NVIDIA GeForce RTX 3050 Ti для ноутбуков - 4 ГБ,Intel Core i5 11400H,"2.7 ГГц (4.5 ГГц, в режиме Turbo)",6-ядерный,12 шт,6.0,7.5 МБ,12 МБ,10 нм,Tiger Lake,"есть, v5.1",,3.0,5 Гбит/с,1.0,5 Гбит/с,Windows 11 Home,да,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,нет,есть,красная,Touchpad,12 мес.,,51 Wh,,металл,черный,359 х 254 х 21.7 мм,1.86 кг,0.5x0.09x0.33 м,4.3 кг,,,,,,10/100/1000 (Gigabit Ethernet) Мбит/с,,,,,,,,,,,,,,,,,,3 cell,,,,,,,,,120 Вт,,40 Вт,есть,есть,Reflex,,да,Apex Legends | Destiny 2 | Stray | Fortnite | Ведьмак 3 | Civilization VI |Gta 5 | World of Tanks | League of Legends,,,,,,,,,,5 ч,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-hp-255-g8-ath-sil-3050u-4gb-1tb-15-6-hd-free-dos-3-0-dk-silver-1840691/,4,1.0,"Ноутбук HP 255 G8, 15.6"", SVA, AMD Athlon Silver 3050U 2.3ГГц, 2-ядерный, 4ГБ DDR4, 1000ГБ, AMD Radeon , Free DOS 3.0, темно-серебристый [2r9b5ea]",29 990₽,Li-Ion,"15.6 """,1366х768,60 Гц,HD,250 кд/м2,,матовая,TN,SVA,16:9,"4 ГБ, DDR4, 2400 МГц",,1.0,,"1000 ГБ, 5400 об/мин",интегрированный,AMD Radeon,AMD Athlon Silver 3050U,"2.3 ГГц (3.2 ГГц, в режиме Turbo)",2-ядерный,2 шт,2.0,1 МБ,4 МБ,14 нм,Dali,"есть, v5.0",,2.0,5 Гбит/с,1.0,5 Гбит/с,Free DOS 3.0,да,,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,есть,нет,,Touchpad,12 мес.,,41 Wh,,высококачественный пластик,темно-серебристый,358 х 242 х 19.9 мм,1.74 кг,0.481x0.07x0.3 м,2.6 кг,,,,,"есть, поддержкаSD/SDHC/SDXC",10/100/1000 (Gigabit Ethernet) Мбит/с,,,,,,,,,,,,45 %,,,,,,3 cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-msi-gf63-thin-11uc-i7-11800h-8gb-ssd512gb-rtx-3050-4gb-15-6-ip-1835466/,5,1.0,"Ноутбук игровой MSI GF63 Thin 11UC-216RU, 15.6"", IPS, Intel Core i7 11800H 2.3ГГц, 8-ядерный, 8ГБ DDR4, 512ГБ SSD, NVIDIA GeForce RTX 3050 для ноутбуков - 4 ГБ, Windows 11 Home, черный [9s7-16r612-216]",89 990₽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-gigabyte-aero-16-i7-12700h-32gb-ssd1tb-rtx3070ti-8gb-16-oled-u-1855486/,4.5,6.0,"Ноутбук игровой GIGABYTE Aero 16 16"", AMOLED, Intel Core i7 12700H 2.3ГГц, 14-ядерный, 32ГБ DDR5, 1ТБ SSD, NVIDIA GeForce RTX 3070 Ti для ноутбуков - 8 ГБ, Windows 11 Professional, серый [xe5-73ru944hp]",177 990₽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-acer-aspire-1-a114-33-p7vd-14-intel-pentium-silver-n6000-8gb-1-1439570/,4.8,12.0,"Ноутбук Acer Aspire 1 A114-33-P7VD, 14"", TN, Intel Pentium Silver N6000 1.1ГГц, 4-ядерный, 8ГБ DDR4, 128ГБ eMMC, Intel UHD Graphics , Eshell, серебристый [nx.a7ver.00a]",37 030,Li-Ion,"14 """,0.3 Мп,60 Гц,HD,220 кд/м2,400.0,матовая,TN,TN,16:9,"8 ГБ, DDR4",16 ГБ,2.0,есть,128 ГБ,интегрированный,Intel UHD Graphics,Intel Pentium Silver N6000,"1.1 ГГц (3.3 ГГц, в режиме Turbo)",4-ядерный,4 шт,4.0,1.5 МБ,4 МБ,10 нм,Jasper Lake,"есть, v5.0",1.0,2.0,5 Гбит/с,,,Eshell,да,,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,нет,нет,,Touchpad,12 мес.,,36 Wh,,,серебристый,328 х 236 х 19.9 мм,1.9 кг,0.481x0.06x0.31 м,2.7 кг,,,,,,10/100/1000 (Gigabit Ethernet) Мбит/с,,,,,,,,,,есть,,45 %,1 шт,,,1.0,2,2 cell,,,есть,,,,,,,,,,,,,,,,,,,,,,,,8 ч,1 шт,,,,,11 мс,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-lenovo-ip3-15aba7-ryzen-7-5825u-8gb-ssd512gb-15-6-ips-fhd-w11h-1927869/,Код товара: 1927869,,"Ноутбук Lenovo IdeaPad 3 15ABA7, 15.6"", IPS, AMD Ryzen 7 5825U 2ГГц, 8-ядерный, 8ГБ DDR4, 512ГБ SSD, AMD Radeon , Windows 11 Home, серый [82rn00curk]",58 990,Li-Pol,"15.6 """,0.9 Мп,60 Гц,FHD,300 кд/м2,1000.0,матовая,IPS,IPS,16:9,"8 ГБ, DDR4, 3200 МГц",16 ГБ,1.0,есть,512 ГБ,интегрированный,AMD Radeon,AMD Ryzen 7 5825U,"2 ГГц (4.5 ГГц, в режиме Turbo)",8-ядерный,16 шт,8.0,4 МБ,16 МБ,7 нм,Barcelo,"есть, v5.1",1.0,1.0,5 Гбит/с,1.0,5 Гбит/с,Windows 11 Home,да,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,есть,нет,,Touchpad,12 мес.,,38 Wh,,высококачественный пластик,серый,359.2 х 236.5 х 19.9 мм,1.63 кг,0.53x0.07x0.33 м,3.1 кг,есть,"2.5"" SATA",2 шт,1 шт,"есть, поддержкаSD/MMC",,,,есть,,Single Language,,,,мультитач,,178 °,45 %,,PCI-E 3.0 x4 M.2 2242,1.4b,2.0,2 x 1 Вт,,,,,,,,,,65 Вт,,,,,,,,,,"4K/30Гц по HDMI, 4K/60Гц по USB-C",,есть,,,,,,8.5 ч,1 шт,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-huawei-matebook-d-bod-wdi9-i3-1115g4-8gb-ssd256gb-15-6-ips-ips-1926553/,5,2.0,"Ноутбук Huawei MateBook D 15 BOD-WDI9, 15.6"", IPS, Intel Core i3 1115G4 3ГГц, 2-ядерный, 8ГБ DDR4, 256ГБ SSD, Intel UHD Graphics , без операционной системы, серебристый [53013sdw]",41 990₽,Li-Pol,"15.6 """,0.9 Мп,,FHD,250 кд/м2,800.0,матовая,IPS,IPS,16:9,"8 ГБ, DDR4",,,,256 ГБ,интегрированный,Intel UHD Graphics,Intel Core i3 1115G4,"3 ГГц (4.1 ГГц, в режиме Turbo)",2-ядерный,4 шт,2.0,2.5 МБ,6 МБ,10 нм,Tiger Lake,"есть, v5.1",2.0,,,,,без операционной системы,да,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,нет,нет,,Touchpad,12 мес.,,56 Wh,,алюминий,серебристый,357.8 х 229.9 х 16.9 мм,1.56 кг,0.52x0.065x0.28 м,2.351 кг,,,,,,,,,,,,,есть (Fingerprint),7.64 V,Скрываемая HD-камера,,170 °,,,PCIe,,2.0,2,4 cell,,,есть,,,NVMe,1.0,есть,65 Вт,,,,,,,,,,,,,,,,,,12 ч,,141 PPI,8.7 ч,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-asus-vivobook-pro-k6500z-i5-12500h-16gb-ssd512gb-rtx-3050-4gb-1877959/,5,3.0,"Ноутбук игровой ASUS Vivobook Pro 15 OLED K6500Z, 15.6"", OLED, Intel Core i5 12500H 2.5ГГц, 12-ядерный, 16ГБ LPDDR5, 512ГБ SSD, NVIDIA GeForce RTX 3050 для ноутбуков - 4 ГБ, без операционной системы, серебристый [90nb0xk2-m000f0]",135 990₽,Li-Ion,"15.6 """,2880х1620,120 Гц,2.8K,600 кд/м2,1000000.0,глянцевая,OLED,OLED,16:9,"16 ГБ, LPDDR5",,,,512 ГБ,дискретный,NVIDIA GeForce RTX 3050 для ноутбуков - 4 ГБ,Intel Core i5 12500H,"2.5 ГГц (4.5 ГГц, в режиме Turbo)",12-ядерный,16 шт,4.0,9 МБ,18 МБ,Intel 7,Alder Lake,"есть, v5.0",2.0,1.0,5 Гбит/с,,40 Гбит/с,без операционной системы,да,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,серебристый,есть,есть,белая,Touchpad,12 мес.,,70 Wh,,,серебристый,359.8 х 234.3 х 18.9 мм,1.8 кг,0.48x0.065x0.296 м,3 кг,,,,,"есть, поддержкаmicroSD",,,,есть,,,,,,"Чтобы правильно включить Iris Xe Graphics, система должна иметь двухканальную конфигурацию памяти, в противном случае она будет отображаться как Intel UHD Graphics.",,,,,,,,,3 cell,,,,,,,,,150 Вт,,50 Вт,есть,есть,Reflex,,да,Stray | Path of Exile | Fortnite | Ведьмак 3 | Civilization VI | Lost Ark |Gta 5 | World of Tanks | League of Legends,8.0,,,,,,1.0,,,,,,,,,0.2 мс,100 %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-rombica-pclt-0016-ryzen-5-5500u-16gb-ssd512gb-15-6-ips-fhd-noo-1830275/,5,6.0,"Ноутбук ROMBICA MyBook Zenith, 15.6"", IPS, AMD Ryzen 5 5600U 2.3ГГц, 6-ядерный, 16ГБ DDR4, 512ГБ SSD, AMD Radeon , без операционной системы, серый [pclt-0016]",49 990₽,Ноутбук,"15.6 """,0.9 Мп,,FHD,,,матовая,IPS,IPS,16:9,"16 ГБ, DDR4, 2666 МГц",,2.0,есть,512 ГБ,интегрированный,AMD Radeon,AMD Ryzen 5 5600U,"2.3 ГГц (4.2 ГГц, в режиме Turbo)",6-ядерный,12 шт,6.0,3 МБ,16 МБ,7 нм,Cezanne,"есть, v4.2",1.0,1.0,5 Гбит/с,2.0,5 Гбит/с,без операционной системы,да,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,есть,нет,,Touchpad,12 мес.,4800 mAh,,,металл,серый,359.3 х 236.8 х 18.2 мм,1.7 кг,0.485x0.043x0.295 м,2 кг,есть,M.2 2280,2 шт,1 шт,,,,,,,,,,11.4 V,,,,,1 шт,M.2 2280,,,2 x 1 Вт,,,,,,,,,есть,,,,,,,,,,,,,,,,,,,6 ч,1 шт,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-msi-gf63-thin-11ud-i7-11800h-8gb-ssd512gb-rtx-3050-ti-4gb-15-6-1835401/,5,1.0,"Ноутбук игровой MSI GF63 Thin 11UD-222XRU, 15.6"", IPS, Intel Core i7 11800H 2.3ГГц, 8-ядерный, 8ГБ DDR4, 512ГБ SSD, NVIDIA GeForce RTX 3050 Ti для ноутбуков - 4 ГБ, Free DOS, черный [9s7-16r612-222]",83 990₽,Ноутбук,"15.6 """,1920х1080,144 Гц,FHD,,,матовая,IPS,IPS,16:9,"8 ГБ, DDR4, 3200 МГц",64 ГБ,2.0,есть,512 ГБ,дискретный,NVIDIA GeForce RTX 3050 Ti для ноутбуков - 4 ГБ,Intel Core i7 11800H,"2.3 ГГц (4.6 ГГц, в режиме Turbo)",8-ядерный,16 шт,8.0,10 МБ,24 МБ,10 нм,Tiger Lake,"есть, v5.1",,3.0,5 Гбит/с,1.0,5 Гбит/с,Free DOS,да,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,нет,есть,красная,Touchpad,12 мес.,,51 Wh,,металл,черный,359 х 254 х 21.7 мм,1.86 кг,0.521x0.08x0.33 м,3.9 кг,,,,,,10/100/1000 (Gigabit Ethernet) Мбит/с,,,,,,,,,,,,,,,,,,3 cell,,,,,,,,,120 Вт,,40 Вт,есть,есть,Reflex,,да,Apex Legends | Destiny 2 | Stray | Fortnite | Ведьмак 3 | Civilization VI |Gta 5 | World of Tanks | League of Legends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-gigabyte-aero-17-xe5-i7-12700h-16gb-ssd2tb-rtx3070ti-8gb-17-3-1846178/,4.3,7.0,"Ноутбук игровой GIGABYTE Aero 17 17.3"", IPS, Intel Core i7 12700H 2.3ГГц, 14-ядерный, 16ГБ DDR5, 2ТБ SSD, NVIDIA GeForce RTX 3070 Ti для ноутбуков - 8 ГБ, Windows 11 Professional, серебристый [xe5-73ru738hp]",184 990₽,Li-Pol,"17.3 """,0.9 Мп,120 Гц,UHD,1000 кд/м2,,матовая,IPS,IPS,16:9,"16 ГБ, DDR5, 4800 МГц",64 ГБ,2.0,есть,2048 ГБ,дискретный,NVIDIA GeForce RTX 3070 Ti для ноутбуков - 8 ГБ,Intel Core i7 12700H,"2.3 ГГц (4.7 ГГц, в режиме Turbo)",14-ядерный,20 шт,6.0,11.5 МБ,24 МБ,Intel 7,Alder Lake,"есть, v5.2",,,,,40 Гбит/с,Windows 11 Professional,,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,есть,есть,белая,Touchpad,24 мес.,,99 Wh,,,серебристый,396.2 х 241.3 х 23.4 мм,2.6 кг,0.54x0.1x0.34 м,5.19 кг,есть,PCI-E 4.0 x4 M.2 2280,2 шт,1 шт,,,,,есть,,,,,,,,,,2 шт,PCI-E 4.0 x4 M.2 2280,,,2 x 2 Вт,,,,есть,90 %,,,,,230 Вт,активное,,есть,есть,Reflex,,да,Escape from Tarkov | World of Warcraft | Resident Evil 4 Remake | Dying Light 2 Stay Human | Elden Ring | Forza Horizon 5 | Metro Exodus | Resident Evil Village | SCUM | The Callisto Protocol | Control | FIFA 23 |Cyberpunk 2077 | Genshin Impact | God of War | Marvel's Spider-Man Remastered | Overwatch 2 | PUBG | Red Dead Redemption 2 | Uncharted Legacy of Thieves Collection | Apex Legends | Call of Duty Warzone | Destiny 2 | Stray | Path of Exile | Fortnite | Ведьмак 3 | Civilization VI | Lost Ark |Gta 5 | World of Tanks | League of Legends | Atomic Heart | Diablo IV | Star Wars Jedi: Survivor,8.0,,1.0,есть,,,2.0,да,,,,,,,,,100 %,ДА,VESA DisplayHDR 1000,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-msi-summit-e14-evo-a12m-i5-1240p-16gb-ssd512gb-gtx-1650-ti-4gb-1675545/,4.8,6.0,"Ноутбук MSI Summit E14 Evo A12M-066RU, 14"", IPS, Intel Core i5 1240P, Intel Evo 1.7ГГц, 12-ядерный, 16ГБ LPDDR5, 512ГБ SSD, Intel Iris Xe graphics , Windows 11 Home, черный [9s7-14f121-066]",79 990₽,Li-Pol,"14 """,1920х1200,,FHD+,,,глянцевая,IPS,IPS,16:10,"16 ГБ, LPDDR5",,,,512 ГБ,интегрированный,Intel Iris Xe graphics,"Intel Core i5 1240P, Intel Evo","1.7 ГГц (4.4 ГГц, в режиме Turbo)",12-ядерный,16 шт,4.0,9 МБ,12 МБ,Intel 7,Alder Lake,"есть, v5.2",,,5 Гбит/с,,40 Гбит/с,Windows 11 Home,да,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,нет,есть,белая,,24 мес.,,78 Wh,,,черный,314 х 227.5 х 17.9 мм,1.6 кг,0.51x0.09x0.33 м,2.9 кг,,,,,"есть, поддержкаmicroSD",,1.0,,есть,,,,,,,,,,,,,,,4 cell,,,,,,,,,,,,,,,,,,8.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-msi-pulse-gl76-12uck-054xru-i5-12500h-8gb-ssd512gb-rtx-3050-4g-1675550/,4.5,2.0,"Ноутбук игровой MSI Pulse GL76 12UCK-279XRU, 17.3"", IPS, Intel Core i5 12500H 2.5ГГц, 12-ядерный, 8ГБ DDR4, 512ГБ SSD, NVIDIA GeForce RTX 3050 для ноутбуков - 4 ГБ, Free DOS, серый [9s7-17l414-279]",89 990₽,Ноутбук,"17.3 """,1920х1080,144 Гц,FHD,,,матовая,IPS,IPS,16:9,"8 ГБ, DDR4",64 ГБ,2.0,есть,512 ГБ,дискретный,NVIDIA GeForce RTX 3050 для ноутбуков - 4 ГБ,Intel Core i5 12500H,"2.5 ГГц (4.5 ГГц, в режиме Turbo)",12-ядерный,16 шт,4.0,9 МБ,18 МБ,Intel 7,Alder Lake,"есть, v5.2",1.0,2.0,5 Гбит/с,1.0,5 Гбит/с,Free DOS,,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,есть,есть,RGB,,12 мес.,,53.5 Wh,,,серый,398 х 273 х 24.2 мм,2.66 кг,0.56x0.098x0.35 м,4.5 кг,,,,,,10/100/1000 (Gigabit Ethernet) Мбит/с,,,,,,,,,,,,,,,,,,3 cell,,,,,,,,,,,60 Вт,есть,есть,Reflex,,да,Stray | Fortnite | Ведьмак 3 | Civilization VI |Gta 5 | World of Tanks | League of Legends,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-huawei-matebook-d-nbd-wdi9-i3-1115g4-8gb-ssd256gb-14-ips-ips-f-1926556/,5,2.0,"Ноутбук Huawei MateBook D 14 NbD-WDI9, 14"", IPS, Intel Core i3 1115G4 3ГГц, 2-ядерный, 8ГБ DDR4, 256ГБ SSD, Intel UHD Graphics , без операционной системы, серый космос [53013smv]",41 990₽,Li-Pol,"14 """,0.9 Мп,60 Гц,FHD,250 кд/м2,800.0,матовая,IPS,IPS,16:9,"8 ГБ, DDR4",,,,256 ГБ,интегрированный,Intel UHD Graphics,Intel Core i3 1115G4,"3 ГГц (4.1 ГГц, в режиме Turbo)",2-ядерный,4 шт,2.0,2.5 МБ,6 МБ,10 нм,Tiger Lake,"есть, v5.1",1.0,1.0,5 Гбит/с,1.0,5 Гбит/с,без операционной системы,да,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,нет,есть,белая,Touchpad,12 мес.,,56 Wh,,металл,серый космос,322.5 х 214.8 х 15.9 мм,1.38 кг,0.47x0.065x0.28 м,2.5 кг,,,,,,,,,,,,,есть (Fingerprint),,Скрываемая HD-камера,,178 °,,,,,2.0,2,4 cell,,,есть,84 %,есть,,,есть,,активное,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-msi-titan-gt77-12uhs-i9-12900hx-64gb-ssd3072-rtx3080ti-16gb-17-1833288/,5,4.0,"Ноутбук игровой MSI Titan GT77 12UHS-208RU, 17.3"", IPS, Intel Core i9 12900HX 2.3ГГц, 16-ядерный, 64ГБ DDR5, 1ТБ + 1ТБ + 1ТБ SSD, NVIDIA GeForce RTX 3080 Ti для ноутбуков - 16 ГБ, Windows 11 Home, черный [9s7-17q111-208]",379 990₽,Li-Pol,"17.3 """,0.9 Мп,120 Гц,UHD,,,матовая,IPS,IPS,16:9,"64 ГБ, DDR5, 4800 МГц",128 ГБ,2.0,есть,1024 ГБ и 1024 ГБ и 1024 ГБ,дискретный,NVIDIA GeForce RTX 3080 Ti для ноутбуков - 16 ГБ,Intel Core i9 12900HX,"2.3 ГГц (5 ГГц, в режиме Turbo)",16-ядерный,24 шт,8.0,14 МБ,30 МБ,Intel 7,Alder Lake,"есть, v5.2",,,5 Гбит/с,,40 Гбит/с,Windows 11 Home,,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,есть,есть,RGB,Touchpad,24 мес.,,99 Wh,,пластик и алюминий,черный,397 х 330 х 23 мм,3.3 кг,0.525x0.09x0.32 м,4.51 кг,есть,PCI-E 5.0 x4 M.2 2280,4 шт,1 шт,"есть, поддержкаSD",10/100/1000/2500 (2.5 Gigabit Ethernet) Мбит/с,3.0,,есть,,,,,,"Клавиатура данного ноутбука снабжена полноцветной интерактивной подсветкой, настраиваемой индивидуально для каждой клавиши посредством приложения SteelSeries GG.",,,,2 шт,PCI-E 4.0 x4 M.2 2280,,2.0,4,4 cell,,,,,,,,,330 Вт,активное,175 Вт,есть,есть,Reflex,1.0,да,Dead Space Remake | Forspoken | Hogwarts Legacy | Escape from Tarkov | World of Warcraft | Resident Evil 4 Remake | Dying Light 2 Stay Human | Elden Ring | Forza Horizon 5 | Metro Exodus | Resident Evil Village | SCUM | The Callisto Protocol | Control | FIFA 23 |Cyberpunk 2077 | Genshin Impact | God of War | Marvel's Spider-Man Remastered | Overwatch 2 | PUBG | Red Dead Redemption 2 | Uncharted Legacy of Thieves Collection | Apex Legends | Call of Duty Warzone | Destiny 2 | Stray | Path of Exile | Fortnite | Ведьмак 3 | Civilization VI | Lost Ark |Gta 5 | World of Tanks | League of Legends | Atomic Heart | Diablo IV | Star Wars Jedi: Survivor,8.0,8K/60 Гц / 4K/120 Гц,,,,,2.0,да,,,,,,,,,100 %,,,,PCI-E 4.0 x4 M.2 2280,PCI-E 4.0 x4 M.2 2280,есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,
