link,Рейтинг,Количество отзывов,Название,Цена,Тип,Диагональ экрана в,Разрешение,Частота обновления,Разрешение матрицы экрана,Яркость,Контраст к 1,Поверхность,Тип матрицы,Тип матрицы маркетинговый,Соотношение сторон,Оперативная,Макс. объем оперативной,Количество слотов оперативной,Возможность апгрейда оперативной памяти,Объем,Тип графического,Графический,Процессор,"Процессор,",Количество ядер,Максимальное число потоков,Количество высокопроизводительных ядер,Объем кэша L2,Объем кэша L3,Техпроцесс,Ядро процессора,Поддержка технологии,Порты USB 2.0,Порты USB 3.0,Мак. скорость передачи данных (Type-A),Порты USB 3.0 (Type-C),Мак. скорость передачи данных (Type-C),Операционная система,Для учебы,Для работы,Веб-камера,Разъем,Акустическая,Язык клавиатуры,Цвет клавиатуры,Цифровой блок,Подсветка клавиш,Цвет подсветки клавиатуры,Устройства позиционирования,Гарантия,Емкость,Энергоемкость,Комплектация,Материал,Цветовое,Размеры,Вес,Габариты упаковки (ед) ДхШхВ,Вес упаковки (ед),Возможность апгрейда HDD/SSD,Конфигурация возможного апгрейда жесткого диска,Количество разъемов жесткого диска,Количество свободных разъемов жесткого диска,Кард-ридер,Кабельная,Порты USB 3.1 (Type-A),Порты USB 3.2 (Type-C),Возможность передачи видео через USB Type-C,Разрядность ОС,Поддержка языков,Разъем для,Сканер отпечатка,Напряжение,Особенности,Kensington,Угол обзора,Цветовой охват NTSC,Количество занятых слотов оперативной,Конфигурация установленного SSD,Версия HDMI,Количество микрофонов,Мощность акустики,Количество ячеек,Внешняя,Внутренняя,Режим защиты зрения,Относительная площадь,"Функция ""Мультиэкран""",Особенности жестких дисков,Порты USB 2.0 (Type-C),Функция быстрой зарядки,Выходная мощность адаптера питания,Охлаждение,TGP,Поддержка трассировки,Поддержка,Технология,Разъем mini,Для геймеров,Подходит для,Количество энергоэффективных ядер,Максимальное разрешение внешнего монитора,Порты USB 3.1 (Type-C),Возможность зарядки от Type-C (USB Power Delivery),Ударопрочный корпус,Цветовой охват sRGB,Разъемов Thunderbolt 4,Для дизайна,Разблокировка по лицу,Максимальное время работы от,Количество свободных слотов оперативной,Плотность пикселей,Среднее время работы,Тип вилки,Режим S mode,Время отклика,Цветовой охват DCI-P3,Поддержка HDR,Технология HDR,RTX Studio,Конфигурация второго установленного SSD,Конфигурация третьего установленного SSD,Настройка подсветки клавиатуры,Антибактериальное покрытие,Порты USB 3.2 (Type-A),Цветовой охват Adobe RGB,Поддержка Intel Optane,Установленный объем Intel Optane,Число ядер графического контроллера,Стандарт связи,Пропускная способность памяти,Поддержка NVIDIA G-Sync,Сенсорный,Разъемов Thunderbolt,Разъемов Thunderbolt 3,Touch,Delta E Цвета,Порты USB 4.0 (Type-C),Сумка в,Тип сумки в комплекте,Срок окончания гарантии,"Следы естеств. убыли, износа, экспл. товара",Гарантийный ремонт(причина ремонта),Причины уценки,Особенности ОС,Delta E,Встроенный сабвуфер,Мощность сабвуфера,Стилус в комплекте,Технология динамического экрана,Динамический экран
https://www.citilink.ru/product/noutbuk-lenovo-v15-iil-i3-1005g1-8gb-ssd256gb-15-6-tn-fhd-w10pro-grey-1897561/,4.5,2.0,"Ноутбук Lenovo V15-IIL, 15.6"", TN, Intel Core i3 1005G1 1.2ГГц, 2-ядерный, 8ГБ DDR4, 256ГБ SSD, Intel UHD Graphics , Windows 10 Professional, серый [82c500jtix]",48 990₽,Li-Pol,"15.6 """,0.3 Мп,60 Гц,FHD,220 кд/м2,,матовая,TN,TN,16:9,"8 ГБ, DDR4, 2666 МГц",12 ГБ,1.0,есть,256 ГБ,интегрированный,Intel UHD Graphics,Intel Core i3 1005G1,"1.2 ГГц (3.4 ГГц, в режиме Turbo)",2-ядерный,4 шт,2.0,1 МБ,4 МБ,10 нм,Ice Lake,"есть, v4.2",1.0,2.0,5 Гбит/с,,,Windows 10 Professional,да,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,есть,нет,,Touchpad,12 мес.,,35 Wh,,высококачественный пластик,серый,362.2 х 251.5 х 19.9 мм,1.85 кг,0.53x0.07x0.33 м,2.43 кг,есть,"2.5"" SATA",2 шт,1 шт,"есть, поддержкаSD/SDHC/SDXC/MMC",,,,,64-bit,,,,,мультитач,,,,1 шт,PCI-E 3.0 x2 M.2 2242,1.4b,1.0,2 x 1.5 Вт,,,,,,,,,,,,,,,,,,,,4096x2304/24Гц,,,,,,,,6 ч,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-lenovo-v15-iml-i5-10210u-8gb-ssd256gb-mx350-2gb-15-6-tn-fhd-en-1882200/,5,1.0,"Ноутбук Lenovo V15 IML, 15.6"", TN, Intel Core i5 10210U 1.6ГГц, 4-ядерный, 8ГБ DDR4, 256ГБ SSD, NVIDIA GeForce MX330 - 2 ГБ, Free DOS, серый [82nb006eue]",47 990,GDDR4,"15.6 """,0.3 Мп,,FHD,220 кд/м2,,матовая,TN,TN,16:9,"8 ГБ, DDR4, 2666 МГц",12 ГБ,1.0,есть,256 ГБ,дискретный,NVIDIA GeForce MX330 - 2 ГБ,Intel Core i5 10210U,"1.6 ГГц (4.2 ГГц, в режиме Turbo)",4-ядерный,8 шт,4.0,1 МБ,6 МБ,14 нм,Comet Lake,"есть, v5.0",1.0,2.0,5 Гбит/с,,,Free DOS,да,да,встроенная,комбинированный разъем,стереодинамики,английский,черный,есть,нет,,,12 мес.,,35 Wh,,высококачественный пластик,серый,362.2 х 251.5 х 19.9 мм,1.85 кг,0.54x0.08x0.33 м,3.2 кг,есть,"2.5"" SATA",1 шт,1 шт,"есть, поддержкаSD",,,,,,,,,,,,,,,,1.4b,,x 1.5 Вт,2 cell,,,,,,,,,,,,,,,,,,,,,,,,,,,6 ч,,,,Тип G (Английская с предохранителем),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-chuwi-gemibook-xpro-cel-n100-8gb-ssd256gb-600-14-1-ips-fhd-w11-1932412/,Код товара: 1932412,,"Ноутбук CHUWI GemiBook Xpro 14.1"", IPS, Intel Celeron N100 1.1ГГц, 4-ядерный, 8ГБ LPDDR5, 256ГБ SSD, Intel UHD Graphics , Windows 11 Home, серый",24 990₽,Li-Pol,"14.1 """,2 Мп,,FHD,250 кд/м2,,матовая,IPS,IPS,16:9,"8 ГБ, LPDDR5",,,,256 ГБ,интегрированный,Intel UHD Graphics,Intel Celeron N100,"1.1 ГГц (2.8 ГГц, в режиме Turbo)",4-ядерный,4 шт,4.0,2 МБ,6 МБ,Intel 7,Alder Lake,"есть, v5.2",,1.0,5 Гбит/с,1.0,,Windows 11 Home,да,,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,нет,есть,белая,Touchpad,12 мес.,5000 mAh,38 Wh,,пластик,серый,323.4 х 219.9 х 19.9 мм,1.46 кг,0.375x0.073x0.365 м,2.5 кг,есть,PCI-E 3.0 x4 M.2 2280,2 шт,1 шт,есть,,,,есть,,,,,7.6 V,,,,,,PCI-E 3.0 x4 M.2 2280,,1.0,2 x 1 Вт,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-asus-x515ea-bq3469-i5-1135g7-8gb-ssd512gb-15-6-ips-fhd-noos-gr-1923913/,,,‌,24 990₽,Li-Ion,"15.6 """,0.3 Мп,60 Гц,FHD,250 кд/м2,,матовая,IPS,IPS,16:9,"8 ГБ, DDR4, 3200 МГц",12 ГБ,1.0,есть,512 ГБ,интегрированный,Intel UHD Graphics,Intel Core i5 1135G7,"2.4 ГГц (4.2 ГГц, в режиме Turbo)",4-ядерный,8 шт,4.0,5 МБ,8 МБ,10 нм,Tiger Lake,"есть, v5.1",2.0,1.0,5 Гбит/с,1.0,5 Гбит/с,без операционной системы,да,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,есть,нет,,Touchpad,12 мес.,,37 Wh,,высококачественный пластик,серый,360 х 235 х 19.9 мм,1.8 кг,0.48x0.065x0.285 м,3.97 кг,есть,"SATA III 2.5"" SATA",2 шт,1 шт,,,,,,,,,,,,,178 °,45 %,,PCI-E 3.0 x4 M.2 2280,1.4,,,2 cell,матовая,матовая,,83 %,,,,,45 Вт,,,,,,,,,,,,,,,,,,,1 шт,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-acer-aspire-5-a515-57-524a-i5-1235u-8gb-ssd512gb-15-6-fhd-w11h-1934403/,4.5,2.0,"Ноутбук Acer Aspire 5 A515-56-57X2, 15.6"", IPS, Intel Core i5 1135G7 2.4ГГц, 4-ядерный, 8ГБ DDR4, 512ГБ SSD, Intel Iris Xe graphics , Windows 11 Home, серебристый [nx.a1gep.00m]",58 990₽,Li-Ion,"15.6 """,0.9 Мп,60 Гц,FHD,,,матовая,IPS,IPS,16:9,"8 ГБ, DDR4, 3200 МГц",24 ГБ,,есть,512 ГБ,интегрированный,Intel Iris Xe graphics,Intel Core i5 1135G7,"2.4 ГГц (4.2 ГГц, в режиме Turbo)",4-ядерный,8 шт,4.0,5 МБ,8 МБ,10 нм,Tiger Lake,"есть, v5.0",1.0,2.0,5 Гбит/с,1.0,5 Гбит/с,Windows 11 Home,да,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,есть,есть,,Touchpad,12 мес.,,48 Wh,,пластик,серебристый,363.4 х 238.5 х 17.9 мм,1.65 кг,0.51x0.07x0.31 м,3.2 кг,,,,,,10/100/1000 (Gigabit Ethernet) Мбит/с,,,,,,,есть (Fingerprint),,,есть,,,1 шт,PCI-E 3.0,,,x 2 Вт,,матовая,матовая,,,,,,,45 Вт,,,,,,,,,,,,,,,,,,5 ч,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-digma-pro-fortis-m-i5-10210u-8gb-ssd256gb-620-15-6-ips-fhd-ubu-1828620/,5,5.0,"Ноутбук Digma Pro Fortis M, 15.6"", IPS, Intel Core i5 10210U 1.6ГГц, 4-ядерный, 8ГБ 256ГБ SSD, Intel UHD Graphics , без операционной системы, серый [dn15p5-8cxn01]",40 500₽,Ноутбук,"15.6 """,2 Мп,60 Гц,FHD,,,матовая,IPS,IPS,16:9,"8 ГБ, 2666 МГц",,,,256 ГБ,интегрированный,Intel UHD Graphics,Intel Core i5 10210U,"1.6 ГГц (4.2 ГГц, в режиме Turbo)",4-ядерный,8 шт,4.0,1 МБ,6 МБ,14 нм,Comet Lake,"есть, v5.0",1.0,,5 Гбит/с,1.0,20 Гбит/с,без операционной системы,да,да,встроенная,1,,русский/английский,черный,есть,есть,белая,,12 мес.,4250 mAh,48.5 Wh,,пластик и металл,серый,359.1 х 246.2 х,,0.47x0.125x0.335 м,2.862 кг,есть,"2.5"" SATA",1 шт,1 шт,"есть, поддержкаmicroSD",10/100/1000 (Gigabit Ethernet) Мбит/с,1.0,1.0,есть,,,есть,есть (Fingerprint),11.4 V,Полнофункциональный разъём Type-C. Подсветка клавиатуры. Сканер отпечатка пальцев. Металлическая крышка. Слот для дополнительного накопителя памяти. Kensington lock.,есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-asus-a516ja-bq1918-i7-1065g7-16gb-ssd512gb-15-6-ips-fhd-noos-g-1840490/,Код товара: 1840490,,"Ноутбук ASUS A516JA-BQ1918, 15.6"", IPS, Intel Core i7 1065G7 1.3ГГц, 4-ядерный, 16ГБ DDR4, 512ГБ SSD, Intel Iris Plus graphics , без операционной системы, серый [90nb0sr1-m36230]",55 990₽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-asus-vivobook-x1605za-mb510-i5-12500h-16gb-ssd512gb-16-ips-wux-1929248/,Код товара: 1929248,,"Ноутбук ASUS VivoBook 16 X1605ZA-MB510, 16"", IPS, Intel Core i5 12500H 3.3ГГц, 12-ядерный, 16ГБ DDR4, 512ГБ SSD, Intel Iris Xe graphics , без операционной системы, серебристый [90nb0za2-m00t20]",68 990₽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-rombica-pclt-0024-ryzen-7-5800h-16gb-ssd512gb-15-6-ips-fhd-noo-1830283/,5,1.0,"Ноутбук ROMBICA MyBook Zenith, 15.6"", IPS, AMD Ryzen 7 5800H 3.2ГГц, 8-ядерный, 16ГБ DDR4, 512ГБ SSD, AMD Radeon , без операционной системы, серый [pclt-0024]",53 990₽,Ноутбук,"15.6 """,0.9 Мп,,FHD,,,матовая,IPS,IPS,16:9,"16 ГБ, DDR4, 2666 МГц",,2.0,есть,512 ГБ,интегрированный,AMD Radeon,AMD Ryzen 7 5800H,"3.2 ГГц (4.4 ГГц, в режиме Turbo)",8-ядерный,16 шт,8.0,4 МБ,16 МБ,7 нм,Cezanne,"есть, v4.2",1.0,1.0,5 Гбит/с,2.0,5 Гбит/с,без операционной системы,да,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,есть,нет,,Touchpad,12 мес.,4800 mAh,,,металл,серый,359.3 х 236.8 х 18.2 мм,1.7 кг,0.485x0.043x0.295 м,2 кг,есть,M.2 2280,2 шт,1 шт,,,,,,,,,,11.4 V,,,,,1 шт,M.2 2280,,,2 x 1 Вт,,,,,,,,,есть,,,,,,,,,,,,,,,,,,,6 ч,1 шт,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-asus-vivobook-pro-m6500qh-hn089-ryzen-7-5800h-16gb-ssd512gb-gt-1929284/,Код товара: 1929284,,"Ноутбук игровой ASUS Vivobook Pro 15 M6500QH-HN089, 15.6"", IPS, AMD Ryzen 7 5800H 3.2ГГц, 8-ядерный, 16ГБ DDR4, 512ГБ SSD, NVIDIA GeForce GTX 1650 - 4 ГБ, без операционной системы, синий [90nb0yj1-m00460]",76 990,Li-Ion,"15.6 """,2 Мп,144 Гц,FHD,250 кд/м2,,матовая,IPS,IPS,16:9,"16 ГБ, DDR4",,,,512 ГБ,дискретный,NVIDIA GeForce GTX 1650 - 4 ГБ,AMD Ryzen 7 5800H,"3.2 ГГц (4.4 ГГц, в режиме Turbo)",8-ядерный,16 шт,8.0,4 МБ,16 МБ,7 нм,Cezanne,"есть, v5.3",2.0,1.0,5 Гбит/с,1.0,5 Гбит/с,без операционной системы,да,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,есть,есть,белая,Touchpad,12 мес.,,50 Wh,,пластик и алюминий,синий,359.8 х 234.3 х 19.9 мм,1.8 кг,0.455x0.065x0.28 м,3.2 кг,,,1 шт,,"есть, поддержкаmicroSD",,,,есть,,,,есть (Fingerprint),,,,,45 %,,PCI-E 3.0 x4 M.2 2280,1.4,,,3 cell,,,,,,,,,,активное,,,,Reflex,,да,,,,,есть,да,,,,,,,,,,,,,,,,,,,есть,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-hiper-n15rp-ryzen-3-3250u-8gb-ssd256gb-15-6-ips-fhd-linastra-b-1789911/,4.5,2.0,"Ноутбук HIPER Workbook N15RP, 15.6"", IPS, AMD Ryzen 3 3250U 2.6ГГц, 2-ядерный, 8ГБ DDR4, 256ГБ SSD, AMD Radeon , Astra Linux, черный [n15rp93as]",39 990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-hasee-t8-da9nt-i9-12900h-16gb-ssd1tb-rtx-3060-6gb-16-ips-2-5k-1861124/,4.5,4.0,"Ноутбук игровой HASEE T8-DA9NT, 16"", IPS, Intel Core i9 12900H 2.5ГГц, 14-ядерный, 16ГБ DDR4, 1ТБ SSD, NVIDIA GeForce RTX 3060 для ноутбуков - 6 ГБ, Free DOS, черный",131 100₽,Ноутбук,"16 """,0.9 Мп,165 Гц,2.5K,,,матовая,IPS,IPS,16:10,"16 ГБ, DDR4, 3200 МГц",64 ГБ,,есть,1024 ГБ,дискретный,NVIDIA GeForce RTX 3060 для ноутбуков - 6 ГБ,Intel Core i9 12900H,"2.5 ГГц (5 ГГц, в режиме Turbo)",14-ядерный,20 шт,6.0,11.5 МБ,24 МБ,Intel 7,Alder Lake,"есть, v5.2",1.0,1.0,5 Гбит/с,,10 Гбит/с,Free DOS,,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,есть,есть,многоцветная,,12 мес.,3410 mAh,54 Wh,,,черный,359.5 х 263.8 х 26.1 мм,2.15 кг,0.48x0.1x0.32 м,3 кг,,,,,"есть, поддержкаmicroSD",10/100 (Ethernet) Мбит/с,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,есть,есть,Reflex,1.0,да,Control | FIFA 23 |Cyberpunk 2077 | Genshin Impact | God of War | Marvel's Spider-Man Remastered | Overwatch 2 | PUBG | Red Dead Redemption 2 | Uncharted Legacy of Thieves Collection | Apex Legends | Call of Duty Warzone | Destiny 2 | Stray | Path of Exile | Fortnite | Ведьмак 3 | Civilization VI | Lost Ark |Gta 5 | World of Tanks | League of Legends | Atomic Heart | Diablo IV,8.0,,1.0,,,100 %,,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-asus-m515da-bq1255t-ryzen-3-3250u-8gb-ssd256gb-15-6-ips-fhd-w1-1583521/,Код товара: 1583521,,"Ноутбук ASUS VivoBook M515DA-BQ1255T, 15.6"", IPS, AMD Ryzen 3 3250U 2.6ГГц, 2-ядерный, 8ГБ DDR4, 256ГБ SSD, AMD Radeon , Windows 10 Home, серый [90nb0t41-m20710]",41 990₽,Li-Ion,"15.6 """,1920х1080,,FHD,250 кд/м2,,матовая,IPS,IPS,16:9,"8 ГБ, DDR4",,,,256 ГБ,интегрированный,AMD Radeon,AMD Ryzen 3 3250U,"2.6 ГГц (3.5 ГГц, в режиме Turbo)",2-ядерный,4 шт,2.0,1 МБ,4 МБ,14 нм,Picasso,"есть, v4.1",2.0,1.0,5 Гбит/с,1.0,5 Гбит/с,Windows 10 Home,да,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,есть,нет,,Touchpad,12 мес.,,37 Wh,,,серый,360 х 235 х 19.9 мм,1.8 кг,0.48x0.07x0.3 м,3.2 кг,,,,,,,,,,,,,,,,,,45 %,,,,,,2 cell,матовая,матовая,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-a-data-xpg-xenia-15tc-i7-1165g7-16gb-ssd512gb-15-6-fhd-engkbd-1840803/,5,2.0,"Ноутбук ADATA XPG Xenia 15TC, 15.6"", IPS, Intel Core i7 1165G7 2.8ГГц, 4-ядерный, 16ГБ DDR4, 512ГБ SSD, Intel Iris Xe graphics , Free DOS, серебристый [xeniatc15i7g11gxel9-gycru]",69 990₽,Li-Ion,"15.6 """,1920х1080,,FHD,250 кд/м2,,матовая,IPS,IPS,16:9,"16 ГБ, DDR4, 3200 МГц",,,,512 ГБ,интегрированный,Intel Iris Xe graphics,Intel Core i7 1165G7,"2.8 ГГц (4.7 ГГц, в режиме Turbo)",4-ядерный,8 шт,4.0,5 МБ,12 МБ,10 нм,Tiger Lake,"есть, v5.1",1.0,2.0,5 Гбит/с,,10 Гбит/с,Free DOS,да,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,есть,есть,белая,,12 мес.,,53.58 Wh,,алюминий,серебристый,359.34 х 233.72 х 18 мм,1.9 кг,0.495x0.053x0.315 м,2.778 кг,,,,,"есть, поддержкаmicroSD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-digma-eve-15-p418-pen-n5030-8gb-ssd256gb-605-15-6-ips-fhd-w11-1795575/,Код товара: 1795575,,"Ноутбук Digma EVE 15 P418, 15.6"", IPS, Intel Pentium Silver N5030 1.1ГГц, 4-ядерный, 8ГБ 256ГБ SSD, Intel UHD Graphics 605, Windows 11 Home, серый [nn5158cxw02]",31 000₽,Ноутбук,"15.6 """,2 Мп,,FHD,,,матовая,IPS,IPS,,8 ГБ,,,,256 ГБ,интегрированный,Intel UHD Graphics 605,Intel Pentium Silver N5030,"1.1 ГГц (3.1 ГГц, в режиме Turbo)",4-ядерный,4 шт,4.0,4 МБ,,14 нм,Gemini Lake Refresh,"есть, v4.0",,2.0,,,,Windows 11 Home,да,,встроенная,,стереодинамики,русский/английский,черный,есть,нет,,,12 мес.,5000 mAh,38 Wh,,пластик,серый,370 х 237 х 21 мм,1.54 кг,0.435x0.255x0.05 м,0.448 кг,,,,,"есть, поддержкаmicroSD",,,,,,,есть,,7.6 V,,,,,,,,,,,,,,,,Разъем M2 для подключения SSD,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-iru-15tli-i3-1115g4-8gb-ssd256gb-15-6-ips-fhd-dos-black-8000ma-1871663/,4.7,3.0,"Ноутбук iRU Калибр 15TLI, 15.6"", IPS, Intel Core i3 1115G4 3ГГц, 2-ядерный, 8ГБ 256ГБ SSD, Intel UHD Graphics , Free DOS, черный [1871663]",44 700₽,Li-Ion,"15.6 """,1920х1080,,FHD,250 кд/м2,800.0,матовая,IPS,IPS,16:9,8 ГБ,64 ГБ,,есть,256 ГБ,интегрированный,Intel UHD Graphics,Intel Core i3 1115G4,"3 ГГц (4.1 ГГц, в режиме Turbo)",2-ядерный,4 шт,2.0,2.5 МБ,6 МБ,10 нм,Tiger Lake,"есть, v5.1",,,5 Гбит/с,1.0,,Free DOS,,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,есть,нет,,,12 мес.,7200 mAh,60 Wh,,,черный,365.7 х 248 х 26.9 мм,2 кг,0.48x0.07x0.32 м,2.2 кг,есть,,,,есть,10/100/1000 (Gigabit Ethernet) Мбит/с,,2.0,есть,,,,,7.6 V,,,180 °,,,,,1.0,2,,,,,,,,1.0,,64.98 Вт,,,,,,,,,,,,есть,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-hiper-g16-i7-11700k-16gb-ssd512gb-rtx-3070-8gb-16-1-ips-fhd-li-1842988/,5,2.0,"Ноутбук игровой HIPER G16, 16.1"", IPS, Intel Core i7 11700 2.5ГГц, 8-ядерный, 16ГБ DDR4, 512ГБ SSD, NVIDIA GeForce RTX 3070 для ноутбуков - 8 ГБ, без операционной системы, черный [g16rtx3070a11700lx]",166 990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-lenovo-ip3-15itl05-i3-1115g4-8gb-ssd256gb-15-6-touch-fhd-w11hs-1934254/,Код товара: 1934254,,"Ноутбук Lenovo IdeaPad 3 15ITL05, 15.6"", TN, Intel Core i3 1115G4 3ГГц, 2-ядерный, 8ГБ DDR4, 256ГБ SSD, Intel UHD Graphics , Windows 11 Home, золотистый [81x80056ru]",41 990,Li-Pol,"15.6 """,0.9 Мп,,FHD,220 кд/м2,,матовая,TN,TN,16:9,"8 ГБ, DDR4, 3200 МГц",12 ГБ,1.0,есть,256 ГБ,интегрированный,Intel UHD Graphics,Intel Core i3 1115G4,"3 ГГц (4.1 ГГц, в режиме Turbo)",2-ядерный,4 шт,2.0,2.5 МБ,6 МБ,10 нм,Tiger Lake,"есть, v5.0",1.0,2.0,5 Гбит/с,,,Windows 11 Home,да,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,есть,нет,,Touchpad,12 мес.,,35 Wh,,высококачественный пластик,золотистый,362.2 х 253.4 х 19.9 мм,1.7 кг,0.53x0.07x0.33 м,3.1 кг,есть,"SATA III 2.5"" SATA",2 шт,1 шт,"есть, поддержкаSD/SDHC/SDXC/MMC",,,,,,Single Language,,,,,,,45 %,1 шт,PCI-E 3.0 x4 M.2 2280,1.4,2.0,2 x 1.5 Вт,2 cell,,,,,,,,,,,,,,,,,,,4K/30Гц,,,,,,,,5.5 ч,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-asus-vivobook-k513ea-l13067-i3-1115g4-8gb-ssd256gb-15-6-oled-f-1830346/,Код товара: 1830346,,"Ноутбук ASUS VivoBook 15 OLED K513EA-L13067, 15.6"", OLED, Intel Core i3 1115G4 3ГГц, 2-ядерный, 8ГБ DDR4, 256ГБ SSD, Intel UHD Graphics , без операционной системы, черный [90nb0sg1-m00k70]",57 790,Li-Ion,"15.6 """,1920х1080,60 Гц,FHD,600 кд/м2,1000000.0,глянцевая,OLED,OLED,16:9,"8 ГБ, DDR4, 3200 МГц",,1.0,,256 ГБ,интегрированный,Intel UHD Graphics,Intel Core i3 1115G4,"3 ГГц (4.1 ГГц, в режиме Turbo)",2-ядерный,4 шт,2.0,2.5 МБ,6 МБ,10 нм,Tiger Lake,"есть, v5.0",2.0,1.0,,1.0,5 Гбит/с,без операционной системы,да,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,есть,есть,белая,Touchpad,12 мес.,4200 mAh,42 Wh,,пластик и алюминий,черный,359 х 235 х 17.9 мм,1.8 кг,0.48x0.07x0.28 м,3 кг,есть,"2.5"" SATA",1 шт,1 шт,"есть, поддержкаmicroSD",,,,,,,,,,,,,,,,,,,3 cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2 мс,100 %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
