Процессор,Гарантия,Объем SSD,Мышь,Цена,Количество ядер,Количество отзывов,Название,Операционная система,Клавиатура,Рейтинг,Блок питания,Разъем для наушников,Графика,Объем оперативной памяти,Разъем для микрофона
51,0.0,500.0,0.0,89999,6.0,0.0,компьютер must as11400310122,9,0.0,0.0,650.0,0.0,73,16.0,0.0
25,12.0,0.0,0.0,279999,12.0,0.0,игровой компьютер msi mag codex x5,0,0.0,0.0,0.0,0.0,33,32.0,0.0
25,12.0,0.0,0.0,299999,12.0,0.0,игровой компьютер msi meg aegis ti5,0,0.0,5.0,0.0,0.0,33,64.0,0.0
51,12.0,2512.0,0.0,124999,6.0,0.0,игровой компьютер acer predator p03-630 (dg.e2cmc.003),9,0.0,0.0,500.0,0.0,28,16.0,0.0
51,12.0,0.0,0.0,124999,6.0,0.0,компьютер lenovo 90rt003qrs,4,0.0,0.0,550.0,1.0,25,16.0,1.0
45,12.0,1256.0,1.0,124999,6.0,0.0,компьютер lenovo 90re0027ru,4,1.0,0.0,310.0,1.0,17,16.0,1.0
19,12.0,2512.0,0.0,124999,8.0,0.0,компьютер lenovo 90rc01dxkz,4,0.0,0.0,650.0,1.0,28,32.0,1.0
51,12.0,512.0,0.0,124999,6.0,0.0,компьютер lenovo 90re00k2rs,4,0.0,0.0,380.0,1.0,25,16.0,1.0
74,12.0,0.0,0.0,124999,8.0,0.0,компьютер lenovo 90re00g2kz,4,0.0,0.0,380.0,1.0,19,32.0,1.0
51,12.0,512.0,0.0,124999,6.0,0.0,компьютер lenovo 90re00a0rs,4,0.0,0.0,380.0,1.0,17,16.0,1.0
50,36.0,256.0,0.0,124999,6.0,0.0,игровой компьютер acer altos brainsphere p10 f7 (us.rrkta.01h),9,0.0,0.0,750.0,0.0,25,8.0,0.0
50,36.0,256.0,0.0,124999,6.0,0.0,игровой компьютер acer altos brainsphere p10 f7 (us.rrkta.01k),9,0.0,0.0,750.0,0.0,28,8.0,0.0
50,36.0,256.0,0.0,124999,6.0,0.0,игровой компьютер acer altos brainsphere p10 f7 (us.rrkta.01j),9,0.0,0.0,750.0,0.0,25,8.0,0.0
87,12.0,1512.0,0.0,124999,16.0,0.0,игровой компьютер machenike stars-x47kr375wt,9,0.0,0.0,750.0,0.0,28,16.0,0.0
87,12.0,0.0,0.0,124999,16.0,0.0,игровой компьютер machenike stars-x47kr48s8wt,9,0.0,0.0,1000.0,0.0,37,32.0,0.0
87,12.0,0.0,0.0,124999,16.0,0.0,игровой компьютер machenike stars-x47kr38t8wt,9,0.0,0.0,1000.0,0.0,32,16.0,0.0
94,12.0,1512.0,0.0,124999,24.0,0.0,игровой компьютер machenike machcreator-x39r37t5w,9,0.0,0.0,750.0,0.0,29,16.0,0.0
87,12.0,0.0,0.0,124999,16.0,0.0,игровой компьютер machenike stars-x47kr388wt,9,0.0,0.0,750.0,0.0,31,16.0,0.0
81,36.0,960.0,0.0,124999,12.0,0.0,игровой компьютер robotcomp штурм,8,0.0,0.0,700.0,0.0,34,32.0,0.0
81,36.0,960.0,0.0,124999,12.0,0.0,игровой компьютер robotcomp штурм v3,8,0.0,0.0,700.0,0.0,34,32.0,0.0
64,36.0,960.0,0.0,124999,14.0,0.0,игровой компьютер robotcomp штурм 2.0 v2,8,0.0,0.0,800.0,0.0,35,32.0,0.0
64,36.0,960.0,0.0,124999,14.0,0.0,игровой компьютер robotcomp штурм 2.0 v3,8,0.0,0.0,800.0,0.0,35,32.0,0.0
10,36.0,480.0,0.0,124999,6.0,0.0,компьютер robotcomp аллигатор мини plus,8,0.0,0.0,300.0,0.0,64,32.0,0.0
10,36.0,480.0,0.0,124999,6.0,0.0,компьютер robotcomp аллигатор мини v3,8,0.0,0.0,300.0,0.0,64,16.0,0.0
25,36.0,512.0,0.0,124999,10.0,0.0,игровой компьютер robotcomp анаконда,4,0.0,0.0,700.0,0.0,25,16.0,0.0
25,36.0,512.0,0.0,124999,10.0,0.0,игровой компьютер robotcomp анаконда plus,4,0.0,0.0,700.0,0.0,25,32.0,0.0
25,36.0,512.0,0.0,124999,10.0,0.0,игровой компьютер robotcomp анаконда v2,8,0.0,0.0,700.0,0.0,25,16.0,0.0
25,36.0,512.0,0.0,124999,10.0,0.0,игровой компьютер robotcomp анаконда v2 plus,8,0.0,0.0,700.0,0.0,25,32.0,0.0
25,36.0,512.0,0.0,124999,10.0,0.0,игровой компьютер robotcomp анаконда v3,8,0.0,0.0,700.0,0.0,25,16.0,0.0
25,36.0,512.0,0.0,124999,10.0,0.0,игровой компьютер robotcomp анаконда v3 plus,8,0.0,0.0,700.0,0.0,25,32.0,0.0
38,36.0,256.0,0.0,124999,4.0,0.0,игровой компьютер iru game 313 mt i3-10105f,4,0.0,0.0,500.0,0.0,16,16.0,0.0
57,36.0,0.0,0.0,124999,6.0,0.0,игровой компьютер iru game 315 mt i5-12400f,4,0.0,0.0,650.0,0.0,28,16.0,0.0
25,36.0,960.0,0.0,124999,10.0,0.0,игровой компьютер robotcomp анаконда 2.0,4,0.0,0.0,700.0,0.0,34,16.0,0.0
25,36.0,960.0,0.0,124999,10.0,0.0,игровой компьютер robotcomp анаконда 2.0 plus,4,0.0,0.0,700.0,0.0,34,16.0,0.0
25,36.0,960.0,0.0,124999,10.0,0.0,игровой компьютер robotcomp анаконда 2.0 v2,8,0.0,0.0,700.0,0.0,34,16.0,0.0
25,36.0,960.0,0.0,124999,10.0,0.0,игровой компьютер robotcomp анаконда 2.0 v2 plus,8,0.0,0.0,700.0,0.0,34,32.0,0.0
25,36.0,960.0,0.0,124999,10.0,0.0,игровой компьютер robotcomp анаконда 2.0 v3,8,0.0,0.0,700.0,0.0,34,16.0,0.0
25,36.0,960.0,0.0,124999,10.0,0.0,игровой компьютер robotcomp анаконда 2.0 v3 plus,8,0.0,0.0,700.0,0.0,34,32.0,0.0
25,36.0,0.0,0.0,124999,10.0,0.0,игровой компьютер robotcomp анаконда 3.0,4,0.0,0.0,750.0,0.0,35,32.0,0.0
25,36.0,0.0,0.0,124999,10.0,0.0,игровой компьютер robotcomp анаконда 3.0 plus,4,0.0,0.0,750.0,0.0,35,64.0,0.0
25,36.0,0.0,0.0,124999,10.0,0.0,игровой компьютер robotcomp анаконда 3.0 v2,8,0.0,0.0,750.0,0.0,35,32.0,0.0
25,36.0,0.0,0.0,124999,10.0,0.0,игровой компьютер robotcomp анаконда 3.0 v2 plus,8,0.0,0.0,750.0,0.0,35,64.0,0.0
25,36.0,0.0,0.0,124999,10.0,0.0,игровой компьютер robotcomp анаконда 3.0 v3,8,0.0,0.0,750.0,0.0,35,32.0,0.0
25,36.0,0.0,0.0,124999,10.0,0.0,игровой компьютер robotcomp анаконда 3.0 v3 plus,8,0.0,0.0,750.0,0.0,35,64.0,0.0
25,12.0,0.0,0.0,124999,0.0,0.0,игровой компьютер chuwi herobox intel n5100,0,0.0,0.0,0.0,0.0,55,0.0,0.0
25,12.0,0.0,0.0,124999,0.0,0.0,игровой компьютер chuwi rzbox amd ryzen 7 5800h,0,0.0,0.0,0.0,0.0,55,0.0,0.0
11,12.0,512.0,0.0,124999,6.0,0.0,игровой компьютер hp pavilion gaming tg01-2012ur (5b1c3ea),9,0.0,0.0,400.0,0.0,25,16.0,1.0
46,12.0,512.0,0.0,124999,6.0,0.0,игровой компьютер hp m01-f1038ur (465l3ea),4,0.0,0.0,310.0,1.0,17,8.0,1.0
51,12.0,512.0,0.0,124999,6.0,0.0,игровой компьютер hp pavilion gaming tg01-2009ur (5b1c2ea),8,0.0,0.0,400.0,1.0,25,16.0,1.0
28,12.0,512.0,0.0,124999,8.0,0.0,компьютер apple mac mini m1,6,0.0,0.0,0.0,0.0,55,8.0,0.0
74,12.0,0.0,0.0,124999,8.0,0.0,игровой компьютер hp envy te01-2007ur (5b1c0ea),8,0.0,0.0,500.0,1.0,26,16.0,1.0
52,36.0,0.0,1.0,124999,6.0,0.0,компьютер lenovo thinkcentre m70q gen 2 (11my003qru),9,1.0,0.0,65.0,0.0,77,8.0,0.0
74,12.0,0.0,0.0,124999,8.0,0.0,игровой компьютер acer po3-630 ci7-11700f (dg.e2eer.006),8,0.0,0.0,0.0,0.0,28,32.0,0.0
56,36.0,500.0,0.0,124999,6.0,0.0,компьютер iru game 510b6gma mt i5 black (1693388),8,0.0,0.0,500.0,0.0,65,16.0,0.0
51,36.0,0.0,0.0,124999,6.0,0.0,игровой компьютер nerpa hispida i540 (i540-270622-1),9,0.0,0.0,0.0,1.0,24,16.0,0.0
28,12.0,512.0,0.0,124999,10.0,0.0,компьютер apple mac studio m1 max 32,6,0.0,0.0,370.0,1.0,55,32.0,0.0
45,12.0,256.0,1.0,124999,6.0,0.0,компьютер lenovo thinkcentre m70s (11dc0037us),8,1.0,0.0,260.0,0.0,76,8.0,0.0
50,24.0,0.0,0.0,124999,6.0,0.0,игровой компьютер msi creator p50 11tc-045ru,8,0.0,0.0,230.0,1.0,19,16.0,1.0
11,12.0,0.0,0.0,124999,6.0,0.0,игровой компьютер hp pavilion gaming dt tg01-2043ur (67c50ea),9,0.0,0.0,500.0,0.0,26,16.0,0.0
50,36.0,512.0,0.0,124999,6.0,0.0,системный блок nerpa i540-080822,9,0.0,0.0,0.0,0.0,77,16.0,0.0
68,36.0,0.0,1.0,124999,6.0,0.0,компьютер acer veriton n4660g (dt.vrder.1aj),1,1.0,0.0,0.0,0.0,76,8.0,1.0
14,12.0,256.0,1.0,124999,4.0,0.0,компьютер hp prodesk 405 g6 sff (3d4y9ec),8,1.0,0.0,180.0,1.0,63,8.0,0.0
101,12.0,0.0,1.0,124999,2.0,0.0,компьютер dell vostro 3888-9993,5,1.0,0.0,260.0,0.0,75,8.0,0.0
102,12.0,128.0,0.0,124999,2.0,0.0,компьютер msi pro dp21 11m-065ru (9s6-b0a411-065),8,0.0,0.0,120.0,1.0,75,4.0,1.0
102,12.0,256.0,1.0,124999,2.0,0.0,компьютер msi pro dp130 11-063xru (9s6-b0a511-063),9,1.0,0.0,350.0,0.0,75,8.0,0.0
37,12.0,512.0,0.0,124999,4.0,0.0,игровой компьютер asus s500mc-310105027w,8,0.0,0.0,500.0,1.0,66,16.0,1.0
74,12.0,512.0,1.0,124999,8.0,0.0,игровой компьютер asus rog strix g10ce-71170f0210,9,1.0,0.0,500.0,0.0,25,16.0,0.0
57,12.0,0.0,0.0,124999,6.0,0.0,игровой компьютер hp omen 25l gt15-0001ur (674f4ea),8,0.0,0.0,800.0,0.0,29,16.0,0.0
81,12.0,0.0,0.0,124999,12.0,0.0,игровой компьютер hp omen 40l gt21-0036ur (691m4ea),9,0.0,0.0,800.0,0.0,29,16.0,0.0
25,24.0,0.0,0.0,124999,0.0,0.0,компьютер irbis ci p3025 ,0,0.0,0.0,0.0,0.0,55,0.0,0.0
75,24.0,0.0,0.0,124999,8.0,0.0,игровой компьютер msi meg trident x 11te-1693xru,4,0.0,0.0,750.0,0.0,31,32.0,0.0
74,24.0,500.0,0.0,124999,8.0,0.0,игровой компьютер msi meg trident as 11tc-2435xru,4,0.0,0.0,450.0,0.0,25,16.0,0.0
92,24.0,0.0,0.0,124999,16.0,0.0,игровой компьютер msi meg aegis ti5 12vtj-095ru,8,0.0,0.0,850.0,0.0,33,128.0,0.0
81,12.0,0.0,0.0,124999,12.0,0.0,игровой компьютер hyperpc lumen plus,8,0.0,0.0,750.0,0.0,26,16.0,0.0
81,12.0,0.0,0.0,124999,12.0,0.0,игровой компьютер hyperpc lumen max,8,0.0,0.0,850.0,0.0,29,32.0,0.0
83,12.0,0.0,0.0,124999,12.0,0.0,игровой компьютер hyperpc cyber 1,8,0.0,0.0,850.0,0.0,31,32.0,0.0
83,12.0,0.0,0.0,124999,12.0,0.0,игровой компьютер hyperpc cyber 2 black,8,0.0,0.0,850.0,0.0,31,32.0,0.0
83,12.0,0.0,0.0,124999,12.0,0.0,игровой компьютер hyperpc cyber max 1,8,0.0,0.0,850.0,0.0,32,32.0,0.0
83,12.0,0.0,0.0,124999,12.0,0.0,игровой компьютер hyperpc cyber max 2,8,0.0,0.0,850.0,0.0,32,32.0,0.0
81,12.0,0.0,0.0,124999,12.0,0.0,игровой компьютер hyperpc nano x plus,8,0.0,0.0,850.0,0.0,69,32.0,0.0
81,12.0,0.0,0.0,124999,12.0,0.0,игровой компьютер hyperpc nano x max,8,0.0,0.0,850.0,0.0,31,32.0,0.0
57,12.0,0.0,0.0,124999,6.0,0.0,игровой компьютер hyperpc epix pro,8,0.0,0.0,750.0,0.0,26,16.0,0.0
81,12.0,0.0,0.0,124999,12.0,0.0,игровой компьютер hyperpc epix pro plus,8,0.0,0.0,750.0,0.0,26,16.0,0.0
81,12.0,0.0,0.0,124999,12.0,0.0,игровой компьютер hyperpc epix pro max,8,0.0,0.0,850.0,0.0,26,32.0,0.0
81,12.0,0.0,0.0,124999,12.0,0.0,игровой компьютер hyperpc lumen pro plus,8,0.0,0.0,750.0,0.0,29,32.0,0.0
81,12.0,0.0,0.0,124999,12.0,0.0,игровой компьютер hyperpc lumen pro max,8,0.0,0.0,850.0,0.0,31,32.0,0.0
57,12.0,0.0,0.0,124999,6.0,0.0,игровой компьютер hyperpc lumen pro m1,8,0.0,0.0,750.0,0.0,26,16.0,0.0
81,12.0,0.0,0.0,124999,12.0,0.0,игровой компьютер hyperpc volt pro m1,8,0.0,0.0,850.0,0.0,31,32.0,0.0
22,12.0,0.0,0.0,124999,12.0,0.0,игровой компьютер hyperpc volt plus pro m1,8,0.0,0.0,1000.0,0.0,32,64.0,0.0
25,0.0,0.0,0.0,124999,0.0,0.0,игровой компьютер hyperpc volt plus pro m1,0,0.0,0.0,0.0,0.0,55,0.0,0.0
83,12.0,0.0,0.0,124999,12.0,0.0,игровой компьютер hyperpc volt m1,8,0.0,0.0,850.0,0.0,31,32.0,0.0
57,12.0,0.0,0.0,124999,6.0,0.0,игровой компьютер hyperpc lumen m1,8,0.0,0.0,750.0,0.0,26,16.0,0.0
83,12.0,0.0,0.0,124999,12.0,0.0,игровой компьютер hyperpc volt m2,8,0.0,0.0,850.0,0.0,31,32.0,0.0
83,12.0,0.0,0.0,124999,12.0,0.0,игровой компьютер hyperpc volt plus m1,8,0.0,0.0,850.0,0.0,31,64.0,0.0
83,12.0,0.0,0.0,124999,12.0,0.0,игровой компьютер hyperpc volt plus m2,8,0.0,0.0,850.0,0.0,31,64.0,0.0
81,12.0,0.0,0.0,124999,12.0,0.0,игровой компьютер hyperpc lumen plus m2,8,0.0,0.0,750.0,0.0,26,32.0,0.0
88,12.0,0.0,0.0,124999,16.0,0.0,игровой компьютер hyperpc lumen max m2,8,0.0,0.0,850.0,0.0,29,32.0,0.0
93,12.0,0.0,0.0,124999,16.0,0.0,игровой компьютер hyperpc cyber max m1,8,0.0,0.0,1000.0,0.0,38,32.0,0.0
81,12.0,0.0,0.0,124999,12.0,0.0,игровой компьютер hyperpc lumen pro plus m1,8,0.0,0.0,750.0,0.0,29,32.0,0.0
83,12.0,0.0,0.0,124999,12.0,0.0,игровой компьютер hyperpc lumen pro max m2,8,0.0,0.0,850.0,0.0,31,32.0,0.0
57,12.0,0.0,0.0,124999,6.0,0.0,игровой компьютер hyperpc nano x m1,8,0.0,0.0,650.0,0.0,26,16.0,0.0
77,12.0,0.0,0.0,124999,12.0,0.0,игровой компьютер hyperpc dynamic m1,8,0.0,0.0,850.0,0.0,31,32.0,0.0
23,12.0,0.0,0.0,124999,12.0,0.0,игровой компьютер hyperpc dynamic plus m1,8,0.0,0.0,850.0,0.0,31,32.0,0.0
25,0.0,0.0,0.0,124999,0.0,0.0,игровой компьютер hyperpc dynamic plus m1,0,0.0,0.0,0.0,0.0,55,0.0,0.0
57,12.0,0.0,0.0,124999,6.0,0.0,игровой компьютер hyperpc g2 pro,8,0.0,0.0,850.0,0.0,26,16.0,0.0
60,12.0,0.0,0.0,124999,10.0,0.0,игровой компьютер hyperpc g2 pro plus,8,0.0,0.0,750.0,0.0,29,32.0,0.0
13,12.0,0.0,0.0,124999,6.0,0.0,игровой компьютер hyperpc g2 pro max,8,0.0,0.0,850.0,0.0,39,32.0,0.0
21,12.0,0.0,0.0,124999,8.0,0.0,игровой компьютер hyperpc g4 pro,8,0.0,0.0,850.0,0.0,31,32.0,0.0
19,12.0,0.0,0.0,124999,8.0,0.0,игровой компьютер lenovo g5-14acn6 (90rw00crrs),9,0.0,0.0,380.0,0.0,25,32.0,0.0
11,12.0,0.0,0.0,124999,6.0,0.0,игровой компьютер lenovo g5-14acn6 (90rw00cyrs),9,0.0,0.0,380.0,0.0,25,16.0,0.0
51,12.0,0.0,0.0,124999,6.0,0.0,игровой компьютер lenovo t5-26iob6 (90rt00unrs),4,0.0,0.0,650.0,0.0,28,16.0,0.0
11,12.0,512.0,0.0,124999,6.0,0.0,игровой компьютер lenovo g5-14acn6 (90rw00cnrs),9,0.0,0.0,380.0,0.0,25,16.0,0.0
19,12.0,0.0,0.0,124999,8.0,0.0,игровой компьютер lenovo g5-14acn6 (90rw00d0rs),4,0.0,0.0,380.0,0.0,25,16.0,0.0
51,12.0,0.0,0.0,124999,6.0,0.0,игровой компьютер lenovo t5-26iob6 (90rt00uqrs),4,0.0,0.0,650.0,0.0,28,16.0,0.0
25,0.0,0.0,0.0,124999,0.0,0.0,игровой компьютер lenovo t5-26iob6 (90rt00uqrs),0,0.0,0.0,0.0,0.0,55,0.0,0.0
7,12.0,512.0,0.0,124999,4.0,0.0,игровой компьютер asus g10dk-a3400g0310 mt (90pf02s1-m006r0),9,0.0,0.0,500.0,0.0,20,8.0,0.0
57,12.0,1512.0,0.0,124999,6.0,0.0,игровой компьютер hyperpc factor,8,0.0,0.0,700.0,0.0,25,16.0,0.0
57,12.0,0.0,0.0,124999,6.0,0.0,игровой компьютер hyperpc fury,8,0.0,0.0,750.0,0.0,29,16.0,0.0
11,12.0,256.0,0.0,124999,6.0,0.0,игровой компьютер hp tg01-2104ur black (5s4g1ea),4,0.0,0.0,310.0,0.0,16,4.0,0.0
88,12.0,0.0,0.0,124999,16.0,0.0,игровой компьютер hyperpc cyber n1,8,0.0,0.0,850.0,0.0,31,32.0,0.0
25,12.0,0.0,0.0,124999,24.0,0.0,игровой компьютер hyperpc cyber plus n2,8,0.0,0.0,1000.0,0.0,37,32.0,0.0
83,12.0,0.0,0.0,124999,12.0,0.0,игровой компьютер hyperpc cyber max n1,8,0.0,0.0,850.0,0.0,32,32.0,0.0
25,12.0,0.0,0.0,124999,16.0,0.0,игровой компьютер hyperpc dynamic max n1,8,0.0,0.0,1200.0,0.0,38,32.0,0.0
57,12.0,0.0,0.0,124999,6.0,0.0,игровой компьютер hyperpc lumen plus nm1,8,0.0,0.0,850.0,0.0,29,32.0,0.0
81,12.0,0.0,0.0,124999,12.0,0.0,игровой компьютер hyperpc lumen max nm2,8,0.0,0.0,850.0,0.0,31,32.0,0.0
13,12.0,0.0,0.0,124999,6.0,0.0,игровой компьютер hyperpc volt nm1,8,0.0,0.0,850.0,0.0,31,32.0,0.0
57,12.0,0.0,0.0,124999,6.0,0.0,игровой компьютер hyperpc lumen plus nm2,8,0.0,0.0,850.0,0.0,29,32.0,0.0
81,12.0,0.0,0.0,124999,12.0,0.0,игровой компьютер hyperpc lumen max nm3,8,0.0,0.0,850.0,0.0,31,32.0,0.0
81,12.0,0.0,0.0,124999,12.0,0.0,игровой компьютер hyperpc lumen pro max nm2,8,0.0,0.0,850.0,0.0,31,32.0,0.0
57,12.0,0.0,0.0,124999,6.0,0.0,игровой компьютер hyperpc lumen plus n1,8,0.0,0.0,850.0,0.0,25,16.0,0.0
57,12.0,0.0,0.0,124999,6.0,0.0,игровой компьютер hyperpc lumen plus n2,8,0.0,0.0,850.0,0.0,25,16.0,0.0
88,12.0,0.0,0.0,124999,16.0,0.0,игровой компьютер hyperpc cyber n1,8,0.0,0.0,850.0,0.0,31,32.0,0.0
88,12.0,0.0,0.0,124999,16.0,0.0,игровой компьютер hyperpc cyber n2,8,0.0,0.0,850.0,0.0,36,32.0,0.0
96,12.0,0.0,0.0,124999,24.0,0.0,игровой компьютер hyperpc cyber plus n3,8,0.0,0.0,1000.0,0.0,37,32.0,0.0
24,12.0,0.0,0.0,124999,16.0,0.0,игровой компьютер hyperpc cyber max n1,8,0.0,0.0,1000.0,0.0,38,64.0,0.0
24,12.0,0.0,0.0,124999,16.0,0.0,игровой компьютер hyperpc cyber max n2,8,0.0,0.0,1000.0,0.0,38,64.0,0.0
57,12.0,0.0,0.0,124999,6.0,0.0,игровой компьютер hyperpc nano x n1,8,0.0,0.0,750.0,0.0,25,32.0,0.0
81,12.0,0.0,0.0,124999,12.0,0.0,игровой компьютер hyperpc nano x plus n1,8,0.0,0.0,750.0,0.0,25,32.0,0.0
81,12.0,0.0,0.0,124999,12.0,0.0,игровой компьютер hyperpc nano x max n1,8,0.0,0.0,850.0,0.0,25,64.0,0.0
57,12.0,0.0,0.0,124999,6.0,0.0,игровой компьютер hyperpc g2 pro n1,8,0.0,0.0,850.0,0.0,25,16.0,0.0
